2023
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
"431660 SANANDUVA";-;-;3;-;3;3;10;9;19;30;37;39;32;39;39;31;10;13;12;12;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;346
"431670 SANTA BARBARA DO SUL";-;-;1;-;-;1;1;1;-;5;3;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"431673 SANTA CECILIA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431675 SANTA CLARA DO SUL";-;-;-;-;-;-;-;-;-;1;3;2;-;-;1;-;-;-;1;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"431680 SANTA CRUZ DO SUL";1;2;2;6;13;13;26;19;57;115;203;96;10;8;13;13;11;17;8;7;5;5;2;-;-;-;-;2;-;1;-;-;-;-;-;-;2;-;1;1;-;-;-;-;-;-;1;1;-;-;-;1;662
"431690 SANTA MARIA";26;15;21;18;16;53;67;70;107;101;98;193;324;413;587;766;798;791;685;819;600;548;362;423;203;164;189;90;50;40;39;40;31;18;16;3;9;9;12;9;17;9;10;15;8;14;23;16;11;15;10;16;8987
"431695 SANTA MARIA DO HERVAL";-;-;-;-;-;1;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431700 SANTANA DA BOA VISTA";-;-;-;-;-;-;-;5;5;2;13;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26
"431710 SANT'ANA DO LIVRAMENTO";-;-;1;1;2;5;7;5;3;8;6;-;-;-;1;1;-;3;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45
"431720 SANTA ROSA";5;4;25;54;60;182;309;524;719;1011;1291;486;12;21;30;34;29;20;33;23;15;13;9;11;2;2;4;-;1;3;-;-;-;-;3;-;-;-;-;-;-;-;1;3;2;-;-;2;-;-;-;1;4944
"431725 SANTA TEREZA";-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431730 SANTA VITORIA DO PALMAR";-;-;-;-;-;-;1;2;3;4;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"431740 SANTIAGO";-;-;-;1;2;3;4;3;5;5;17;3;-;2;-;2;2;6;2;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62
"431750 SANTO ANGELO";-;2;1;2;2;5;8;14;23;79;61;6;5;3;4;4;2;7;1;5;4;3;6;3;3;4;4;1;1;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;2;2;-;272
"431760 SANTO ANTONIO DA PATRULHA";1;1;-;-;-;1;2;6;10;10;22;5;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60
"431770 SANTO ANTONIO DAS MISSOES";-;2;4;9;6;6;8;2;2;19;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;61
"431775 SANTO ANTONIO DO PLANALTO";-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431780 SANTO AUGUSTO";-;-;-;-;4;5;6;19;39;38;64;25;1;1;-;6;1;1;-;1;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;217
"431790 SANTO CRISTO";2;-;-;1;-;7;8;15;22;25;32;14;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;130
"431800 SAO BORJA";3;2;4;-;6;14;25;47;75;121;137;32;-;3;2;-;-;-;1;1;1;1;2;1;2;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;484
"431805 SAO DOMINGOS DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431810 SAO FRANCISCO DE ASSIS";-;-;1;-;-;-;-;-;1;4;2;2;-;2;2;1;4;3;1;3;3;2;1;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;36
"431820 SAO FRANCISCO DE PAULA";-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431830 SAO GABRIEL";-;-;-;-;3;2;4;14;33;31;30;21;-;-;1;1;1;2;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;146
"431840 SAO JERONIMO";-;-;-;-;-;-;1;6;14;16;6;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45
"431842 SAO JOAO DA URTIGA";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;2;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"431843 SAO JOAO DO POLESINE";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431844 SAO JORGE";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;3
"431845 SAO JOSE DAS MISSOES";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431848 SAO JOSE DO HORTENCIO";-;-;1;-;-;-;-;1;3;3;5;5;-;1;1;2;-;3;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
"431849 SAO JOSE DO INHACORA";-;-;-;-;-;-;-;2;-;4;5;3;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"431850 SAO JOSE DO NORTE";-;-;-;1;-;-;-;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"431860 SAO JOSE DO OURO";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431861 SAO JOSE DO SUL";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431870 SAO LEOPOLDO";8;11;18;72;136;229;302;302;754;1028;984;190;2;2;4;4;6;6;9;5;5;7;7;3;-;-;2;1;2;-;-;-;-;-;1;-;-;1;1;-;1;1;1;4;1;-;3;1;4;1;-;-;4119
"431880 SAO LOURENCO DO SUL";-;-;-;-;-;-;5;3;8;4;5;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26
"431890 SAO LUIZ GONZAGA";-;-;-;4;1;8;14;14;15;35;26;10;2;3;2;5;3;1;1;1;5;3;2;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;159
"431900 SAO MARCOS";-;-;-;-;-;-;1;-;4;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"431910 SAO MARTINHO";-;-;-;-;-;5;5;1;4;19;26;8;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;70
"431912 SAO MARTINHO DA SERRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"431915 SAO MIGUEL DAS MISSOES";-;-;-;-;2;-;4;1;-;5;6;4;-;-;-;-;-;-;1;2;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;29
"431920 SAO NICOLAU";-;-;-;-;-;1;1;6;-;1;11;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
"431930 SAO PAULO DAS MISSOES";-;-;-;-;1;3;6;11;13;7;10;16;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68
"431935 SAO PEDRO DA SERRA";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431936 SAO PEDRO DAS MISSOES";-;-;-;-;-;-;-;-;-;17;5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
"431937 SAO PEDRO DO BUTIA";-;-;-;-;-;-;1;3;-;3;1;-;1;-;-;-;1;3;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"431940 SAO PEDRO DO SUL";-;-;1;-;-;-;1;-;2;-;2;2;5;4;4;4;6;5;6;4;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49
"431950 SAO SEBASTIAO DO CAI";-;-;-;1;-;1;2;3;1;14;14;6;2;1;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48
"431960 SAO SEPE";-;-;-;-;-;-;2;1;3;1;4;4;-;3;5;4;-;7;5;6;1;1;4;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53
"431970 SAO VALENTIM";-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"431971 SAO VALENTIM DO SUL";-;-;-;-;-;-;-;-;-;-;-;2;1;3;2;2;-;3;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"431973 SAO VALERIO DO SUL";1;-;-;-;-;-;1;-;1;2;7;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"431980 SAO VICENTE DO SUL";-;-;-;-;-;-;-;1;1;2;3;1;-;3;-;1;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"431990 SAPIRANGA";-;-;-;1;3;7;12;22;29;39;43;13;-;1;3;6;-;2;4;4;3;1;2;3;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;-;1;-;-;-;-;1;-;2;-;-;-;-;206
"432000 SAPUCAIA DO SUL";1;4;6;3;13;22;48;84;136;174;212;122;12;29;23;21;26;34;51;39;38;38;24;22;13;7;4;2;2;3;1;1;1;-;1;3;2;-;-;1;-;1;-;2;1;1;3;3;2;4;-;3;1243
"432010 SARANDI";-;-;1;-;1;1;6;10;5;46;29;13;-;3;1;2;2;2;2;1;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;131
"432020 SEBERI";1;-;-;-;2;2;1;11;5;14;11;20;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71
"432023 SEDE NOVA";-;-;-;-;-;-;1;1;1;6;20;11;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43
"432026 SEGREDO";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"432030 SELBACH";1;-;-;-;-;-;1;1;5;5;6;3;5;9;7;12;4;20;10;9;4;4;5;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;116
"432032 SENADOR SALGADO FILHO";-;-;-;-;-;1;-;-;-;3;6;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"432035 SENTINELA DO SUL";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"432040 SERAFINA CORREA";-;-;-;1;4;-;1;8;5;9;12;9;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;53
"432045 SERIO";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"432050 SERTAO";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"432057 SETE DE SETEMBRO";-;-;-;-;-;-;-;2;3;1;4;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"432060 SEVERIANO DE ALMEIDA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"432065 SILVEIRA MARTINS";-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;1;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"432067 SINIMBU";-;-;-;-;1;-;-;-;2;-;-;3;2;1;2;5;3;2;2;1;4;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;35
"432070 SOBRADINHO";-;-;-;-;-;-;-;-;1;4;9;2;1;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"432080 SOLEDADE";1;-;-;-;-;1;-;1;-;5;1;2;1;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"432085 TABAI";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"432090 TAPEJARA";-;-;-;1;-;-;-;-;1;3;5;5;3;13;12;5;7;8;15;4;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;86
"432100 TAPERA";1;-;-;-;-;1;1;1;2;8;1;1;1;1;2;4;1;3;9;2;7;2;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;51
"432110 TAPES";-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"432120 TAQUARA";-;-;1;-;-;1;4;7;11;13;11;11;-;-;1;-;-;-;-;1;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64
"432130 TAQUARI";-;-;-;-;-;-;-;-;-;2;4;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"432132 TAQUARUCU DO SUL";-;-;-;3;-;1;4;3;5;8;5;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34
"432140 TENENTE PORTELA";56;118;204;336;355;400;508;386;206;145;34;6;-;1;-;-;-;-;-;-;3;2;1;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;7;19;23;2816
"432143 TERRA DE AREIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"432145 TEUTONIA";-;-;1;-;-;3;5;5;2;5;12;8;1;-;4;11;5;4;5;3;1;4;3;3;1;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;-;-;1;-;94
"432146 TIO HUGO";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;4
"432147 TIRADENTES DO SUL";-;-;1;1;1;5;12;25;36;73;45;9;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;210
"432149 TOROPI";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;1;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"432150 TORRES";-;-;-;3;2;2;3;14;19;19;23;9;-;-;-;-;2;1;-;6;3;-;2;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;112
"432160 TRAMANDAI";-;-;-;1;1;2;4;11;12;19;17;-;-;-;2;-;1;-;-;-;-;2;2;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77
"432162 TRAVESSEIRO";-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"432166 TRES CACHOEIRAS";-;-;-;-;-;-;-;-;5;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"432170 TRES COROAS";-;-;-;2;-;1;5;18;26;23;10;5;-;-;2;1;-;3;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;100
"432180 TRES DE MAIO";-;-;8;9;28;30;56;119;124;307;279;152;12;10;25;32;12;8;21;20;14;11;6;8;1;4;3;1;1;3;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1307
"432183 TRES FORQUILHAS";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"432190 TRES PASSOS";6;6;25;74;90;133;264;184;208;273;71;2;2;3;-;6;5;2;5;3;6;2;-;4;3;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1379
"432195 TRINDADE DO SUL";-;-;-;-;-;-;-;1;1;6;9;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"432200 TRIUNFO";-;1;1;-;-;-;2;1;1;3;9;2;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;24
"432210 TUCUNDUVA";-;-;-;-;-;3;2;1;3;15;8;6;6;3;-;3;6;4;4;1;1;-;3;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73
"432215 TUNAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"432220 TUPANCIRETA";-;-;-;-;-;1;1;3;1;9;6;1;-;4;1;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;31
"432225 TUPANDI";-;-;-;-;1;-;-;-;1;1;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"432230 TUPARENDI";-;-;-;-;-;-;1;3;3;20;22;14;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;66
"432232 TURUCU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"432234 UBIRETAMA";-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"432235 UNIAO DA SERRA";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"432237 UNISTALDA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"432240 URUGUAIANA";2;-;-;2;2;-;2;4;12;11;17;25;1;-;1;3;2;4;3;1;5;6;-;1;-;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;111
"432250 VACARIA";-;-;1;1;1;2;1;1;3;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"432252 VALE VERDE";-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"432254 VALE REAL";1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"432255 VANINI";-;-;-;-;-;-;2;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"432260 VENANCIO AIRES";-;2;2;1;-;-;4;4;10;25;44;24;5;5;9;11;7;18;10;11;17;9;6;9;4;7;-;1;2;-;1;1;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;252
"432270 VERA CRUZ";-;-;-;2;-;4;11;3;12;12;16;14;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75
"432280 VERANOPOLIS";-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;6
