2022
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
"510385 GAUCHA DO NORTE";2;1;4;3;1;1;5;10;11;4;3;18;16;24;18;13;28;23;44;25;23;45;29;10;11;8;6;7;4;2;4;1;-;2;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;1;411
"510390 GENERAL CARNEIRO";-;1;2;1;15;26;22;32;7;9;8;5;3;7;6;4;2;2;1;-;2;1;1;1;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;165
"510395 GLORIA D'OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"510410 GUARANTA DO NORTE";19;15;27;10;11;16;20;19;22;15;14;5;6;5;3;2;4;7;4;1;3;1;3;1;-;-;-;1;2;3;1;1;-;1;-;-;-;-;1;-;1;1;1;-;1;-;-;1;-;1;-;-;249
"510420 GUIRATINGA";3;2;1;6;2;4;6;8;3;5;2;1;3;1;-;-;1;-;1;-;-;1;1;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;1;2;-;4;-;65
"510450 INDIAVAI";-;-;-;1;-;1;-;3;-;2;1;-;2;1;3;1;-;2;-;-;-;-;-;1;3;-;-;-;-;-;-;-;1;-;-;2;-;1;4;4;9;3;1;1;8;-;2;1;2;-;-;1;61
"510452 IPIRANGA DO NORTE";1;2;1;1;11;17;14;10;29;39;35;18;18;18;29;13;11;4;-;12;11;10;9;7;2;-;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;327
"510454 ITANHANGA";3;11;13;14;6;13;13;12;13;10;9;12;14;10;5;4;5;8;6;4;1;-;-;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;1;1;-;-;196
"510455 ITAUBA";17;14;5;1;8;4;13;10;10;2;3;-;1;1;8;10;1;8;16;23;10;9;11;7;10;5;1;2;2;1;-;-;3;-;1;-;3;1;1;-;-;1;1;-;-;-;2;1;1;-;3;-;231
"510460 ITIQUIRA";8;16;20;28;26;38;19;17;10;8;7;5;4;7;6;21;19;13;5;6;3;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;1;1;3;10;4;8;13;8;6;10;6;2;-;362
"510480 JACIARA";19;30;21;50;72;68;61;42;82;73;60;38;24;28;12;15;7;13;3;5;5;5;1;2;-;1;2;5;-;2;2;-;-;-;-;-;1;1;-;-;-;1;1;-;3;1;1;1;3;4;9;3;777
"510490 JANGADA";-;-;1;-;1;2;2;4;7;5;6;6;2;-;-;3;4;6;2;3;3;-;2;-;-;-;2;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;1;-;-;-;67
"510500 JAURU";-;-;1;1;-;2;-;2;-;1;1;1;2;-;1;-;-;1;2;2;-;1;1;1;2;1;-;-;1;1;2;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;30
"510510 JUARA";7;6;11;11;31;22;21;26;20;16;33;41;20;13;28;31;23;23;21;7;15;20;13;13;6;9;9;9;17;5;2;1;1;3;-;3;2;3;3;4;2;8;2;6;10;5;5;9;10;10;5;2;623
"510515 JUINA";25;31;37;24;20;57;55;59;53;37;30;23;11;11;23;15;4;4;4;4;1;1;1;1;-;3;3;4;3;4;2;3;4;1;2;2;2;2;-;3;1;8;5;6;19;18;12;24;12;7;13;5;699
"510517 JURUENA";9;10;4;14;14;14;19;13;22;27;11;12;11;17;8;9;8;15;24;11;4;2;1;-;-;1;-;-;-;-;-;-;-;-;-;3;-;-;1;-;-;3;-;1;1;2;-;-;2;2;-;-;295
"510520 JUSCIMEIRA";-;-;1;-;1;3;1;1;8;8;4;3;1;4;5;5;4;7;7;4;3;-;6;2;6;1;3;-;1;1;1;-;-;1;-;2;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;96
"510523 LAMBARI D'OESTE";-;-;-;-;-;-;1;6;-;1;1;1;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"510525 LUCAS DO RIO VERDE";38;27;45;44;46;74;75;100;128;107;164;151;176;190;245;244;242;207;209;181;116;89;49;23;32;21;24;22;17;17;22;16;20;19;14;18;18;18;16;13;7;22;18;22;22;39;43;19;24;20;23;7;3543
"510550 VILA BELA DA SANTISSIMA TRINDADE";3;1;3;11;3;4;2;-;2;4;2;4;1;1;1;-;1;1;-;-;1;1;1;-;1;1;-;1;1;-;-;-;-;4;-;-;1;-;1;-;2;1;1;-;3;-;1;-;-;2;-;-;67
"510558 MARCELANDIA";10;5;11;6;17;15;28;23;13;32;14;43;30;52;21;42;57;70;27;37;20;15;18;19;21;15;14;8;12;2;4;5;4;14;3;2;5;-;3;-;4;4;-;3;11;4;5;10;7;10;3;2;800
"510560 MATUPA";27;17;27;32;30;18;20;17;12;19;20;18;8;7;6;6;7;7;6;8;5;3;1;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;1;-;-;1;1;-;-;-;-;330
"510562 MIRASSOL D'OESTE";5;4;8;4;11;10;22;15;14;12;16;26;24;9;6;10;4;11;8;6;4;-;2;3;3;6;3;8;8;2;2;2;7;1;-;-;-;-;1;3;2;-;2;1;2;2;1;3;3;2;1;1;300
"510590 NOBRES";3;2;7;-;3;15;12;14;11;11;11;17;18;19;11;12;10;14;17;11;9;7;6;1;1;1;-;-;1;-;-;1;1;-;1;2;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;253
"510600 NORTELANDIA";1;-;-;-;-;2;3;2;2;4;10;12;9;7;8;4;7;6;9;2;4;1;2;2;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;102
"510610 NOSSA SENHORA DO LIVRAMENTO";3;-;-;-;-;-;-;1;1;5;3;-;1;-;-;1;1;2;3;1;-;-;-;-;-;-;3;1;-;-;1;1;1;1;-;-;-;1;-;-;-;1;-;1;-;-;1;-;-;-;1;-;35
"510615 NOVA BANDEIRANTES";15;17;18;5;8;14;10;10;4;2;3;1;4;9;9;23;19;13;15;9;-;4;3;-;-;-;1;1;-;-;-;-;-;1;1;-;-;-;-;-;-;1;2;8;12;19;14;3;-;6;9;3;296
"510617 NOVA NAZARE";1;1;2;6;1;5;7;1;13;7;9;7;4;6;1;2;2;2;4;2;2;2;-;1;-;2;2;-;1;3;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;98
"510618 NOVA LACERDA";2;2;-;1;6;6;11;8;11;22;21;5;1;1;-;1;-;1;2;-;5;3;-;3;5;2;3;2;7;3;3;-;1;-;2;1;-;-;-;1;3;2;1;-;-;1;-;1;-;-;1;-;151
"510619 NOVA SANTA HELENA";1;2;-;3;1;3;5;5;7;11;15;9;2;13;11;12;15;7;19;11;25;13;20;8;3;1;2;1;-;1;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;-;-;-;-;-;231
"510620 NOVA BRASILANDIA";6;7;6;-;4;7;14;17;15;6;9;2;5;3;6;-;1;-;2;3;1;1;-;-;-;1;1;1;-;1;-;-;1;-;-;-;-;2;-;-;-;1;-;-;-;-;2;-;-;1;-;-;126
"510621 NOVA CANAA DO NORTE";2;2;2;5;2;8;8;14;14;14;26;16;10;13;10;9;11;6;5;11;9;6;9;5;4;4;4;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;1;235
"510622 NOVA MUTUM";44;47;57;48;95;99;110;86;138;181;117;117;141;191;208;142;116;63;58;72;38;31;34;16;16;9;10;9;8;5;16;8;3;3;9;1;5;4;4;1;1;3;2;7;5;6;5;5;3;7;3;4;2411
"510623 NOVA OLIMPIA";-;8;6;1;5;1;6;3;4;1;3;4;1;3;2;11;4;5;6;6;3;3;1;-;5;5;1;2;2;-;4;5;1;-;-;-;-;-;-;1;1;-;-;-;3;-;-;-;-;-;-;-;117
"510624 NOVA UBIRATA";4;9;7;13;12;8;7;14;8;20;15;20;53;46;37;46;18;19;18;19;18;26;25;18;16;6;5;-;3;2;1;-;5;2;2;6;3;2;2;2;2;4;5;6;13;5;4;4;3;5;4;3;595
"510625 NOVA XAVANTINA";42;25;39;66;56;99;64;72;69;11;25;34;27;17;34;29;31;13;9;4;7;8;2;5;4;3;4;11;10;1;2;1;-;4;2;2;1;2;4;2;2;4;4;6;7;-;3;9;7;9;6;8;906
"510626 NOVO MUNDO";39;38;21;37;18;27;21;13;19;14;20;19;3;4;4;3;1;6;5;6;2;3;2;3;1;1;3;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;338
"510627 NOVO HORIZONTE DO NORTE";25;27;34;58;38;60;35;23;20;10;19;7;15;22;22;13;21;15;11;7;10;7;-;1;-;1;2;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;509
"510628 NOVO SAO JOAQUIM";1;-;1;5;2;5;7;3;1;9;2;5;4;8;3;6;7;4;1;1;-;1;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;1;-;2;2;3;2;-;94
"510629 PARANAITA";36;25;20;22;20;54;87;75;71;62;46;38;26;30;19;17;31;44;15;5;1;6;4;3;-;-;-;-;1;1;1;1;1;2;7;14;5;4;1;-;2;2;1;4;9;8;6;15;10;2;8;10;872
"510630 PARANATINGA";9;4;11;17;20;37;34;39;34;52;51;54;34;25;22;23;34;26;50;94;64;73;52;39;17;16;6;7;3;6;6;3;3;7;8;3;4;11;4;2;4;6;12;5;4;-;5;1;-;2;5;-;1048
"510637 PEDRA PRETA";1;1;3;5;8;7;8;4;3;4;3;-;1;-;1;1;3;3;3;13;11;7;7;2;4;-;3;-;-;-;-;2;3;-;2;-;-;-;1;-;-;-;-;-;-;1;-;-;1;1;-;-;117
"510642 PEIXOTO DE AZEVEDO";27;34;40;54;62;71;66;67;72;51;47;22;23;14;13;21;21;25;13;28;26;13;12;7;11;18;8;10;7;10;11;8;3;4;1;1;1;4;1;3;2;6;5;2;18;12;14;13;27;35;22;11;1097
"510645 PLANALTO DA SERRA";3;2;7;6;12;10;16;4;13;23;24;29;18;21;12;21;11;10;18;13;9;17;3;4;1;3;-;6;1;-;3;1;3;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;328
"510650 POCONE";6;14;19;22;37;36;28;17;10;9;9;3;5;4;-;3;1;-;-;-;4;-;-;-;-;-;-;-;2;1;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;234
"510665 PONTAL DO ARAGUAIA";7;11;15;13;18;14;22;14;10;8;27;12;6;8;7;3;5;3;2;2;5;6;1;2;7;3;1;1;1;-;1;1;-;2;2;-;2;-;1;-;1;1;-;-;1;1;1;3;2;2;2;-;257
"510670 PONTE BRANCA";3;5;12;7;16;14;19;18;24;24;22;12;13;10;9;6;3;9;2;-;-;-;1;1;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;3;3;3;12;9;6;1;272
"510675 PONTES E LACERDA";28;21;37;31;52;48;59;82;71;90;94;53;68;58;81;56;67;85;37;38;29;19;35;11;15;16;12;17;12;11;13;2;8;5;5;2;-;3;5;1;2;5;4;1;-;3;1;3;4;7;6;5;1418
"510677 PORTO ALEGRE DO NORTE";6;10;10;4;2;2;6;2;2;1;2;2;2;5;2;2;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;67
"510680 PORTO DOS GAUCHOS";5;2;4;2;3;3;15;23;15;8;20;17;15;30;15;11;17;17;17;15;13;17;9;7;11;10;7;4;4;3;-;-;2;2;1;-;-;-;1;1;1;2;1;1;-;2;-;3;6;4;2;3;371
"510682 PORTO ESPERIDIAO";1;-;1;2;3;3;2;1;4;5;6;9;-;6;2;1;2;4;9;12;15;17;6;8;7;8;4;8;10;4;5;3;1;1;1;2;-;2;-;2;1;1;-;-;3;-;-;-;-;-;-;-;182
"510685 PORTO ESTRELA";2;4;2;4;-;2;5;4;-;1;8;6;3;7;3;5;6;2;5;3;2;-;1;1;2;1;-;-;-;-;-;-;1;-;2;1;-;-;-;-;-;1;-;-;4;3;1;3;-;2;1;-;98
"510700 POXOREO";7;15;26;14;22;23;19;11;6;13;6;4;8;6;2;3;1;3;2;4;3;3;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;5;4;5;223
"510704 PRIMAVERA DO LESTE";123;185;251;243;250;438;378;342;344;315;255;226;280;304;336;305;296;271;200;173;152;98;98;82;95;107;86;71;54;43;57;46;29;26;17;16;13;6;7;14;12;3;6;14;21;30;36;46;55;61;55;43;7014
"510706 QUERENCIA";2;3;5;1;7;12;13;24;88;128;162;195;176;107;120;113;86;53;55;45;54;39;18;9;26;14;10;13;2;2;1;3;4;2;1;1;2;4;-;-;1;1;-;1;3;1;-;-;-;-;1;-;1608
"510710 SAO JOSE DOS QUATRO MARCOS";3;1;-;1;2;1;1;6;16;3;5;2;-;1;5;4;3;3;-;2;2;1;-;-;-;-;2;1;1;2;-;1;1;2;1;1;-;2;-;4;2;4;2;-;1;-;-;-;-;-;-;-;89
"510715 RESERVA DO CABACAL";1;1;1;2;2;3;-;2;1;-;3;4;15;4;6;6;7;4;8;2;2;2;8;3;2;2;1;1;1;1;1;-;1;1;1;2;-;-;6;-;-;-;-;1;1;-;3;-;-;-;-;-;112
"510718 RIBEIRAO CASCALHEIRA";1;-;-;2;8;4;6;4;4;6;-;7;5;9;9;9;6;3;5;4;3;4;7;3;1;2;2;8;7;2;6;2;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;141
"510719 RIBEIRAOZINHO";1;1;2;-;2;7;4;5;2;-;-;7;1;8;-;4;-;4;4;2;-;1;-;-;1;-;-;-;-;-;1;-;-;2;1;-;3;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;66
"510720 RIO BRANCO";-;1;-;-;-;-;-;-;1;1;8;10;-;-;-;-;-;-;-;-;-;1;1;-;-;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;28
"510724 SANTA CARMEM";29;30;24;20;25;26;13;12;15;7;11;9;7;6;1;6;4;6;5;2;3;3;-;-;3;2;1;2;1;2;-;1;1;-;-;1;-;1;-;1;-;-;-;-;-;1;3;2;1;-;-;-;287
"510726 SANTO AFONSO";-;3;1;-;-;1;2;-;6;19;13;2;-;-;-;1;-;1;1;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;58
"510729 SAO JOSE DO POVO";8;1;9;3;10;6;4;3;5;10;2;3;6;3;3;3;2;4;6;3;2;4;9;1;-;6;3;1;1;-;4;-;-;2;-;-;1;-;-;-;-;3;1;-;2;3;3;3;5;4;5;2;159
"510730 SAO JOSE DO RIO CLARO";7;3;11;9;10;17;10;12;24;27;21;23;40;35;33;50;49;29;18;17;13;4;4;5;9;6;7;5;1;4;2;1;-;1;2;-;-;-;2;5;2;3;2;1;-;-;1;-;2;3;3;-;533
"510735 SAO JOSE DO XINGU";3;3;9;7;6;8;16;11;3;4;1;3;3;-;1;2;10;3;2;-;-;1;-;-;-;2;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2;2;2;3;-;-;-;2;-;-;-;-;111
"510740 SAO PEDRO DA CIPA";-;-;-;3;5;7;9;4;6;2;1;3;2;3;4;1;4;5;2;3;2;2;1;1;1;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;75
"510757 RONDOLANDIA";1;-;2;5;-;2;11;15;25;12;3;5;8;12;6;8;1;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;122
"510760 RONDONOPOLIS";36;49;51;74;88;83;97;115;124;167;102;139;86;94;180;186;132;147;120;101;83;95;75;63;48;40;33;26;23;16;29;21;15;16;14;20;23;20;15;30;26;12;18;13;24;18;25;27;39;19;18;8;3123
"510770 ROSARIO OESTE";3;2;2;3;3;3;1;3;7;8;16;9;7;3;5;3;2;6;4;1;2;-;-;1;2;5;1;4;6;6;5;2;-;1;-;1;1;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;132
"510774 SANTA CRUZ DO XINGU";8;3;-;2;8;6;3;5;4;2;-;2;1;3;3;1;-;4;-;-;-;-;-;-;-;-;-;-;2;1;1;-;1;-;-;-;-;-;-;-;2;4;3;2;1;-;2;1;-;1;1;-;77
"510775 SALTO DO CEU";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"510776 SANTA RITA DO TRIVELATO";1;10;8;5;2;2;6;8;8;4;7;3;9;8;5;5;4;1;2;1;-;3;2;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;108
"510777 SANTA TEREZINHA";-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"510779 SANTO ANTONIO DO LESTE";1;6;3;3;7;2;-;1;-;-;-;1;-;-;-;9;5;3;5;3;-;-;-;2;1;2;1;-;1;2;1;1;-;-;-;1;-;1;2;-;-;-;-;-;-;1;1;1;1;-;1;1;70
"510780 SANTO ANTONIO DO LEVERGER";3;3;3;5;2;-;6;17;4;4;10;19;21;13;12;23;5;-;1;2;2;-;-;1;-;-;-;1;-;2;3;-;1;3;1;1;1;4;1;1;2;2;-;1;4;6;4;10;1;3;1;1;210
"510785 SAO FELIX DO ARAGUAIA";2;6;6;1;2;8;10;-;5;-;2;6;-;4;1;3;3;4;4;2;2;4;-;-;-;-;-;1;2;3;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;84
"510787 SAPEZAL";3;4;12;26;27;30;36;41;51;50;41;37;46;41;76;50;59;41;26;22;26;20;10;13;10;9;11;5;4;2;3;3;6;1;4;-;-;-;-;1;-;3;1;-;3;3;9;7;1;-;2;-;876
"510788 SERRA NOVA DOURADA";-;1;-;1;1;-;-;1;4;2;3;3;2;2;-;-;1;-;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;26
"510790 SINOP";123;111;129;111;153;149;115;113;152;172;236;233;114;107;105;103;86;92;80;104;64;64;62;25;45;33;24;23;23;18;27;11;22;9;9;6;9;3;11;6;11;8;7;6;6;13;3;9;4;7;2;4;3162
"510792 SORRISO";103;119;101;114;111;103;119;95;108;148;126;103;122;131;130;142;105;96;108;90;79;64;55;43;22;24;30;11;7;13;11;10;10;5;5;1;9;9;1;6;5;7;12;3;5;9;5;10;17;23;24;12;2821
"510794 TABAPORA";5;6;5;13;2;8;13;14;13;8;28;27;24;17;17;15;23;26;37;31;13;9;3;8;2;3;3;5;2;2;5;4;1;1;1;-;1;-;-;-;1;1;-;3;-;-;-;1;2;1;1;-;405
"510795 TANGARA DA SERRA";87;70;160;257;466;598;529;545;404;256;143;138;100;108;128;155;145;142;64;68;54;49;57;20;30;31;19;16;13;11;22;8;6;12;1;4;3;11;1;7;7;13;19;23;17;9;31;26;36;47;17;6;5189
"510800 TAPURAH";30;29;48;34;18;16;2;14;15;10;9;10;14;12;13;7;12;17;15;18;13;8;3;5;9;-;2;-;3;2;4;8;19;5;13;15;9;2;-;-;-;1;1;1;1;2;6;6;14;1;-;-;496
"510805 TERRA NOVA DO NORTE";32;27;22;30;15;22;16;32;28;15;14;1;1;3;5;3;5;5;12;10;8;7;2;8;1;1;3;-;-;1;-;1;-;-;-;4;1;1;1;2;2;3;1;2;7;11;14;14;7;4;5;1;410
"510810 TESOURO";-;1;-;6;1;2;8;14;3;3;2;3;9;3;4;3;1;5;4;3;2;1;2;1;4;5;4;-;1;-;3;2;-;3;2;-;-;1;2;3;-;1;-;-;-;-;-;-;-;1;-;-;113
"510820 TORIXOREU";15;7;11;11;4;3;5;9;13;16;9;9;6;6;4;3;2;3;1;-;-;1;-;-;-;-;2;1;-;4;-;-;-;-;-;-;-;1;2;-;1;7;5;1;5;4;8;4;9;5;5;1;203
"510830 UNIAO DO SUL";8;10;8;6;7;3;4;3;3;8;10;8;26;19;21;36;45;37;30;21;16;18;16;9;3;2;5;-;1;-;3;-;-;-;-;2;1;-;1;3;2;1;3;3;-;-;1;1;-;-;1;3;408
"510835 VALE DE SAO DOMINGOS";-;-;3;1;1;2;1;-;2;-;4;-;-;-;-;9;7;-;-;1;1;4;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;43
"510840 VARZEA GRANDE";12;12;9;15;17;37;33;40;99;75;101;61;19;14;37;58;61;50;38;50;29;23;24;15;17;19;18;13;5;5;7;7;8;7;5;-;4;3;5;3;4;6;4;5;5;4;2;8;7;2;1;-;1103
"510850 VERA";22;17;19;4;4;11;10;2;7;-;3;1;1;1;5;4;5;7;3;6;3;6;5;4;1;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;3;2;-;-;1;-;-;-;-;1;-;161
"510860 VILA RICA";10;1;4;4;1;1;5;12;8;13;12;1;6;1;4;5;2;4;6;8;5;4;4;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;1;3;1;132
"510880 NOVA GUARITA";48;48;40;18;12;10;8;6;15;11;2;4;3;1;-;1;3;-;-;-;1;1;-;-;1;-;-;-;1;1;1;4;-;5;1;4;2;1;-;1;-;5;6;8;2;-;5;5;6;16;14;5;326
"510885 NOVA MARILANDIA";3;10;2;6;6;6;5;2;3;5;4;3;1;4;2;2;1;3;-;-;2;2;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77
"510890 NOVA MARINGA";1;-;-;-;-;-;1;1;1;-;1;2;5;25;38;15;11;5;4;3;2;-;4;2;4;1;4;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;133
"510895 NOVA MONTE VERDE";6;9;13;13;9;15;12;18;14;10;12;8;7;13;2;5;12;2;6;2;6;5;2;-;7;1;3;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;2;1;-;-;-;-;-;-;219
"520005 ABADIA DE GOIAS";9;3;7;16;13;12;18;45;68;66;64;32;16;8;13;5;6;10;9;13;2;5;4;4;2;4;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;2;1;1;1;-;1;-;466
"520010 ABADIANIA";68;35;33;22;40;50;59;88;100;40;47;54;54;40;78;90;54;35;51;42;31;20;26;22;17;15;5;6;3;1;5;5;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;1243
"520013 ACREUNA";7;2;6;12;18;28;29;42;52;59;84;21;23;17;57;64;49;60;37;26;19;17;19;7;2;8;5;-;1;-;2;3;2;2;1;2;-;-;1;-;2;-;-;1;1;1;1;1;4;-;4;-;799
"520015 ADELANDIA";5;-;3;3;6;8;7;5;3;13;11;5;11;11;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5;6;1;3;2;-;-;-;3;4;-;119
"520017 AGUA FRIA DE GOIAS";1;4;4;4;14;13;32;36;29;13;1;-;5;1;3;2;2;2;-;1;2;1;-;1;-;-;-;-;1;-;-;1;-;-;-;1;1;-;-;-;3;-;-;-;1;-;1;-;2;-;2;-;184
"520020 AGUA LIMPA";-;2;1;3;1;1;-;2;3;4;11;3;1;-;-;-;-;5;2;1;1;5;1;2;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52
"520025 AGUAS LINDAS DE GOIAS";547;432;306;347;341;105;106;103;183;336;272;220;240;378;176;11;209;66;146;123;24;117;90;96;65;43;32;26;25;3;7;23;3;7;13;15;12;8;16;15;21;25;38;24;58;142;247;155;234;617;624;265;7737
"520030 ALEXANIA";23;56;93;108;278;334;311;347;310;269;86;40;27;38;53;49;52;52;66;59;29;29;10;21;12;14;10;2;1;-;-;6;5;1;1;1;-;1;2;-;3;2;1;-;-;5;3;5;6;8;6;8;2843
"520050 ALOANDIA";4;1;-;2;-;1;-;-;1;6;2;8;4;2;7;2;9;8;2;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;65
"520055 ALTO HORIZONTE";36;9;11;29;21;13;18;71;20;33;30;34;-;4;1;4;6;5;4;6;3;2;-;2;2;1;2;-;-;-;-;2;1;-;1;1;5;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;380
"520060 ALTO PARAISO DE GOIAS";12;9;24;30;32;41;31;40;39;46;25;33;7;5;13;20;14;19;11;20;13;7;14;10;14;9;4;1;4;2;-;-;1;-;-;1;-;-;-;1;-;-;3;1;-;1;5;-;-;-;5;2;569
"520080 ALVORADA DO NORTE";5;7;9;10;16;11;30;13;12;33;23;4;4;5;6;2;3;3;3;2;1;4;6;-;-;2;-;-;1;-;-;3;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;221
"520082 AMARALINA";-;2;7;5;7;7;7;4;7;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49
"520085 AMERICANO DO BRASIL";7;15;21;28;31;25;34;36;54;48;61;58;52;25;31;33;18;18;25;10;7;4;1;3;-;-;-;1;-;-;-;-;1;-;-;2;1;-;-;-;-;-;1;2;1;1;-;-;-;-;-;-;655
"520090 AMORINOPOLIS";2;3;2;4;9;8;18;23;30;20;21;25;12;14;5;12;18;16;15;10;7;5;5;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;288
"520110 ANAPOLIS";393;409;631;939;1659;2006;2267;2809;2687;2524;1666;993;941;1103;1118;1297;1611;1505;1354;1013;791;730;500;500;440;284;217;137;106;60;63;53;28;25;45;70;50;37;49;36;43;39;28;34;36;31;63;85;57;85;115;96;33858
