2021
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
"410442 CANDOI";-;-;-;-;-;-;1;1;2;5;8;6;1;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;33
"410445 CANTAGALO";-;1;-;2;-;2;2;-;5;14;32;28;1;2;4;-;-;3;2;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100
"410450 CAPANEMA";17;9;20;23;20;30;35;39;77;109;117;161;148;180;254;146;101;149;240;160;63;41;30;30;15;18;16;18;22;10;19;6;2;6;2;2;2;2;1;2;6;4;3;3;2;5;8;8;4;11;4;2;2402
"410460 CAPITAO LEONIDAS MARQUES";31;65;51;85;73;37;42;62;37;35;35;26;13;26;30;56;54;66;78;35;38;17;14;20;11;9;12;7;4;3;3;2;3;5;1;4;9;12;11;21;5;14;24;36;31;52;49;48;93;120;61;17;1693
"410465 CARAMBEI";-;-;-;-;-;-;-;1;-;3;5;2;-;-;-;1;1;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"410470 CARLOPOLIS";1;-;-;1;-;-;3;3;5;26;30;4;2;2;4;6;-;2;-;3;4;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;102
"410480 CASCAVEL";106;129;305;409;510;912;1338;2157;2436;2579;1040;890;1230;1218;1190;1489;1472;1378;1137;621;530;302;232;179;80;48;7;4;6;5;4;15;19;13;12;33;20;8;3;22;37;61;32;39;101;83;82;63;25;62;51;46;24770
"410490 CASTRO";2;2;2;1;2;2;6;7;10;12;23;7;2;2;-;1;3;3;3;1;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;97
"410500 CATANDUVAS";-;2;-;5;9;7;20;19;75;96;116;139;137;112;116;72;67;87;58;32;5;10;3;1;2;5;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1199
"410510 CENTENARIO DO SUL";11;6;15;22;18;38;44;44;78;107;118;142;161;162;156;103;98;54;51;35;26;15;12;8;6;3;8;1;4;2;2;-;-;1;-;-;-;-;2;1;2;4;-;-;-;3;3;1;2;1;5;9;1584
"410520 CERRO AZUL";-;-;-;-;-;2;1;-;1;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"410530 CEU AZUL";3;2;-;4;3;18;37;33;41;70;97;61;34;41;55;67;29;18;14;9;12;4;7;4;1;-;3;2;5;1;-;-;1;2;1;-;1;-;-;-;-;-;-;-;-;-;-;1;3;-;1;-;685
"410540 CHOPINZINHO";-;2;1;3;8;19;42;97;77;115;80;9;8;8;11;25;15;23;13;6;3;2;2;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;573
"410550 CIANORTE";42;66;106;138;102;120;194;255;305;293;93;203;387;626;781;724;720;924;659;406;224;173;73;90;36;12;6;4;5;5;23;5;11;6;6;4;5;9;8;15;7;11;9;15;20;18;15;11;21;21;11;24;8047
"410560 CIDADE GAUCHA";4;10;5;15;11;15;10;24;55;57;74;52;48;49;33;26;21;8;6;3;-;1;1;3;2;-;1;1;-;2;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;541
"410570 CLEVELANDIA";-;-;-;-;-;1;2;-;5;22;11;18;5;9;2;-;2;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;84
"410580 COLOMBO";6;2;1;3;2;1;2;6;5;35;41;3;1;3;3;2;3;2;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;126
"410590 COLORADO";2;3;3;-;2;9;10;9;16;47;50;27;38;33;40;23;23;24;25;18;11;10;6;6;4;2;2;5;7;4;2;-;-;1;1;1;1;-;-;1;-;-;1;-;1;-;-;-;-;-;1;2;471
"410600 CONGONHINHAS";-;-;1;-;1;5;6;2;11;25;23;16;-;-;1;1;2;-;1;-;-;1;-;-;1;-;-;3;-;2;-;-;1;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;1;107
"410610 CONSELHEIRO MAIRINCK";-;-;-;-;-;-;2;4;3;11;13;14;2;-;1;1;1;1;2;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58
"410620 CONTENDA";-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"410630 CORBELIA";3;1;15;15;35;44;116;183;171;244;349;139;46;60;52;36;32;33;21;22;11;10;10;7;10;4;2;1;2;1;1;1;2;1;-;-;-;1;-;1;1;1;-;1;1;1;-;-;-;-;-;1;1688
"410640 CORNELIO PROCOPIO";48;45;100;117;130;172;229;222;182;132;124;66;30;57;101;68;86;103;65;69;36;34;22;11;6;1;9;4;4;3;3;2;-;-;3;1;5;4;3;4;2;2;7;3;2;7;7;2;5;3;9;14;2364
"410645 CORONEL DOMINGOS SOARES";-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"410650 CORONEL VIVIDA";-;-;-;1;6;11;11;18;66;66;102;149;83;144;78;93;72;84;48;17;7;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1060
"410655 CORUMBATAI DO SUL";2;1;4;6;9;15;16;37;64;119;99;109;106;54;62;27;13;6;3;6;2;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;764
"410657 CRUZEIRO DO IGUACU";-;1;-;2;2;2;25;22;13;60;47;12;15;16;17;17;24;47;13;12;4;2;-;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;359
"410660 CRUZEIRO DO OESTE";6;5;8;29;60;68;130;189;247;204;253;168;76;97;71;115;54;42;39;45;32;12;7;11;9;10;7;4;-;1;2;1;1;-;-;1;2;-;-;-;-;3;-;-;-;-;1;3;2;4;4;-;2023
"410670 CRUZEIRO DO SUL";2;-;-;2;5;1;4;3;2;4;6;5;3;7;9;9;4;16;5;6;2;3;2;6;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;2;-;1;1;-;1;-;-;-;1;1;1;-;116
"410680 CRUZ MACHADO";-;-;-;-;1;-;-;-;-;-;3;4;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"410685 CRUZMALTINA";5;6;10;22;17;25;43;65;55;41;35;43;32;36;68;50;27;24;20;5;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;3;2;639
"410690 CURITIBA";94;95;98;124;195;273;521;670;711;735;584;182;61;73;87;90;100;86;94;69;38;46;36;27;20;5;9;7;10;7;7;2;-;4;2;3;7;2;2;1;3;-;2;-;4;1;4;8;4;5;14;8;5230
"410700 CURIUVA";-;1;-;1;-;-;2;10;5;12;27;14;-;4;3;7;11;8;11;5;5;2;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;133
"410710 DIAMANTE DO NORTE";-;1;1;4;4;11;9;14;18;27;23;14;24;20;25;27;15;18;12;8;5;25;12;17;8;4;6;3;10;5;-;4;-;2;2;2;2;2;2;4;3;4;4;2;3;1;4;4;3;2;-;-;420
"410712 DIAMANTE DO SUL";-;-;-;-;1;-;1;-;-;-;1;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;7
"410715 DIAMANTE D'OESTE";-;-;-;-;-;1;1;6;22;29;43;38;36;72;72;58;39;53;26;29;15;5;3;5;1;2;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;559
"410720 DOIS VIZINHOS";17;48;82;115;166;171;327;719;608;709;651;385;100;159;159;175;100;76;62;52;30;19;11;3;3;3;3;1;2;-;-;-;-;1;1;-;-;2;2;2;1;1;-;-;1;-;1;2;-;1;3;1;4975
"410725 DOURADINA";1;2;3;4;6;3;5;17;13;29;38;36;32;26;66;69;88;110;76;50;33;28;10;13;12;8;6;4;1;5;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;797
"410730 DOUTOR CAMARGO";-;-;1;2;3;5;6;18;11;20;30;21;1;8;4;2;1;7;5;5;3;2;3;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;165
"410740 ENEAS MARQUES";-;1;4;2;2;6;15;19;18;34;12;8;10;6;11;14;9;11;6;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;194
"410750 ENGENHEIRO BELTRAO";2;4;7;15;12;27;34;12;5;2;1;6;12;6;15;12;15;24;27;2;4;5;6;4;2;-;1;-;1;3;2;1;-;1;-;1;1;-;-;-;1;1;2;-;-;1;-;-;1;-;-;1;279
"410752 ESPERANCA NOVA";-;-;2;8;6;6;16;28;33;64;35;22;30;17;16;21;7;8;13;4;4;2;-;2;2;1;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;352
"410753 ENTRE RIOS DO OESTE";1;4;1;2;20;10;5;20;21;14;28;10;21;27;16;42;32;45;42;21;13;7;6;5;3;6;4;2;4;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;438
"410754 ESPIGAO ALTO DO IGUACU";3;9;27;63;69;63;105;104;73;26;9;3;1;3;2;3;10;6;4;4;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;593
"410755 FAROL";3;1;3;9;4;10;18;19;29;14;32;18;4;9;7;1;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;187
"410760 FAXINAL";10;32;70;127;85;85;123;90;83;186;191;166;58;67;113;134;80;107;101;95;29;31;15;14;8;11;6;2;6;2;3;3;2;1;-;-;-;-;-;1;-;2;-;2;2;-;-;2;4;1;-;2;2152
"410765 FAZENDA RIO GRANDE";3;2;1;1;3;4;2;-;1;2;1;-;-;-;2;3;3;6;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36
"410770 FENIX";3;2;2;5;2;7;3;15;8;20;29;15;11;10;25;19;13;20;18;7;3;8;2;7;5;1;1;2;2;-;-;-;-;1;2;4;1;-;1;-;-;1;1;-;1;-;-;1;3;1;-;-;282
"410773 FERNANDES PINHEIRO";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"410775 FIGUEIRA";-;-;-;2;1;2;5;25;15;23;34;13;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;125
"410780 FLORAI";-;-;2;1;4;5;1;1;6;4;15;24;27;25;58;62;38;75;56;17;6;9;7;5;5;2;4;2;-;1;2;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3;1;470
"410785 FLOR DA SERRA DO SUL";-;-;-;1;-;-;2;1;3;4;4;4;1;1;-;1;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26
"410790 FLORESTA";24;36;38;57;34;65;62;66;73;40;56;29;11;21;18;22;12;22;26;12;10;3;4;5;5;5;1;-;1;3;1;-;1;-;-;-;-;1;1;4;4;2;4;4;2;4;16;5;8;7;10;6;841
"410800 FLORESTOPOLIS";3;4;1;5;6;1;18;7;13;40;37;31;15;16;20;23;23;42;34;32;16;8;4;5;7;4;2;3;4;-;6;2;4;2;2;4;2;4;9;12;2;3;6;-;4;10;-;8;5;5;10;4;528
"410810 FLORIDA";2;-;-;3;3;9;19;7;5;9;16;17;18;13;21;18;25;16;24;15;8;7;7;2;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;269
"410820 FORMOSA DO OESTE";-;-;2;-;4;10;19;24;30;39;30;26;4;5;14;7;11;9;15;6;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;1;-;-;-;262
"410830 FOZ DO IGUACU";380;409;421;453;611;825;1495;1825;2467;3355;4074;5049;5130;4792;5354;4579;3849;3962;3842;2941;2245;1601;1240;853;751;594;417;306;294;201;155;130;114;115;117;66;113;159;86;103;98;111;72;66;107;113;122;128;103;130;120;90;66733
"410832 FRANCISCO ALVES";-;1;1;-;-;2;7;5;5;4;3;7;12;10;29;17;17;23;23;6;13;6;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;1;-;1;-;-;1;-;203
"410840 FRANCISCO BELTRAO";11;16;39;56;113;157;429;719;887;1519;1702;1170;913;1182;1114;1001;898;1091;581;363;152;58;31;19;19;8;8;5;1;3;5;1;1;1;-;-;-;-;-;1;1;-;-;-;1;1;1;-;1;2;5;1;14287
"410845 FOZ DO JORDAO";-;-;1;1;-;1;-;-;-;8;13;9;7;9;13;7;7;4;5;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;88
"410850 GENERAL CARNEIRO";-;-;-;-;-;-;-;2;3;1;4;1;1;2;9;5;12;8;2;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53
"410855 GODOY MOREIRA";1;4;10;13;12;34;30;47;35;45;61;20;-;-;1;1;1;4;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3;328
"410860 GOIOERE";18;16;43;74;72;109;180;184;222;229;210;91;16;15;18;38;27;20;52;19;21;11;12;10;3;7;4;3;4;-;1;1;2;1;-;1;-;1;-;-;-;2;1;5;3;5;-;5;1;4;2;3;1766
"410865 GOIOXIM";-;-;-;-;2;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"410870 GRANDES RIOS";2;1;2;4;5;5;16;23;20;31;22;11;8;10;4;10;11;10;6;4;3;3;1;-;1;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;221
"410880 GUAIRA";-;3;5;2;14;13;17;35;69;66;81;124;158;178;228;191;181;191;104;46;32;28;9;14;8;5;3;3;2;3;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;3;1;1;1820
"410890 GUAIRACA";-;3;1;2;2;6;6;2;7;8;15;52;36;16;4;8;8;4;6;4;-;3;1;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;199
"410895 GUAMIRANGA";-;-;2;2;1;2;-;5;5;6;4;1;2;-;3;3;1;-;-;-;-;-;-;2;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;44
"410900 GUAPIRAMA";-;-;-;1;1;3;2;6;4;20;21;9;-;-;-;1;-;1;2;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75
"410910 GUAPOREMA";1;3;6;5;9;8;5;4;10;12;17;3;12;7;8;4;3;13;9;4;2;7;6;6;2;-;-;1;3;2;5;3;1;-;-;1;-;1;-;2;9;4;5;10;5;4;2;3;13;9;-;-;249
"410920 GUARACI";3;2;3;5;24;36;84;52;149;136;171;204;157;99;68;47;29;24;20;5;2;3;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;4;2;1334
"410930 GUARANIACU";3;2;6;3;5;15;20;42;39;13;4;9;6;-;2;5;1;6;6;5;2;2;-;2;2;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;203
"410940 GUARAPUAVA";5;6;5;6;9;19;30;65;117;126;123;14;2;3;4;4;3;4;2;3;1;-;2;1;2;1;-;-;1;-;-;-;-;-;-;1;-;1;-;2;-;1;1;-;-;1;-;-;-;-;1;-;566
"410950 GUARAQUECABA";3;-;1;-;-;1;3;1;9;8;18;28;31;50;29;24;10;7;6;8;4;-;-;2;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;250
"410960 GUARATUBA";8;9;12;49;145;153;240;290;352;446;135;175;197;230;397;410;357;436;444;353;273;303;236;178;131;108;78;57;29;31;5;6;1;2;2;1;-;-;1;-;1;1;-;1;1;1;-;1;1;4;2;-;6293
"410965 HONORIO SERPA";-;-;-;-;-;-;-;1;1;1;1;1;-;-;2;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"410970 IBAITI";13;41;95;108;89;133;187;178;241;236;52;5;1;1;6;2;6;6;5;6;6;3;-;1;-;1;1;1;-;1;2;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;2;-;2;-;-;1;1435
"410975 IBEMA";-;-;-;1;3;2;17;34;17;52;66;49;4;4;5;10;6;10;2;1;2;-;1;-;-;1;-;-;1;1;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-;297
"410980 IBIPORA";26;16;31;30;68;129;193;174;257;372;559;708;776;698;846;673;514;457;340;220;185;117;66;58;43;27;20;20;17;8;5;7;10;15;6;8;4;18;6;9;6;3;3;5;8;6;4;10;5;5;10;10;7811
"410990 ICARAIMA";1;6;1;13;9;4;6;8;26;22;50;43;36;39;40;24;36;35;39;35;21;22;19;13;13;4;2;4;3;2;2;2;1;5;3;-;1;-;2;1;-;1;-;-;4;3;1;2;2;1;1;4;612
"411000 IGUARACU";1;1;2;2;5;5;7;14;3;14;22;26;23;28;64;56;27;48;23;35;30;28;14;6;6;3;2;3;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;501
"411005 IGUATU";-;-;-;-;2;-;1;9;5;16;39;48;1;3;2;1;2;11;4;2;2;1;-;-;-;-;-;3;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;155
"411007 IMBAU";-;-;-;-;1;-;1;4;19;25;42;44;27;40;39;40;61;70;40;13;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;470
"411010 IMBITUVA";-;1;-;2;4;3;4;7;15;24;45;31;-;-;-;1;-;3;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;142
"411020 INACIO MARTINS";-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"411030 INAJA";21;16;25;20;15;17;18;12;16;19;17;17;9;8;18;16;8;13;12;7;3;7;5;3;1;2;4;2;1;-;-;1;1;1;-;1;3;3;1;1;2;6;-;1;3;-;5;3;3;3;1;5;376
"411040 INDIANOPOLIS";-;-;-;-;1;2;1;1;7;17;53;58;65;83;54;36;61;79;45;27;5;8;7;4;3;-;4;6;-;1;1;-;1;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;633
"411050 IPIRANGA";1;1;1;1;1;1;2;3;4;1;4;2;-;1;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;3;3;-;35
"411060 IPORA";1;1;2;8;5;6;23;23;54;94;119;80;91;139;105;229;156;145;140;117;80;34;30;52;32;35;36;15;13;23;9;4;5;-;4;2;1;1;2;-;4;1;-;1;-;1;-;-;-;-;-;-;1923
"411065 IRACEMA DO OESTE";-;1;2;1;6;9;21;36;97;88;73;98;61;28;34;12;12;8;4;2;-;2;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;600
"411070 IRATI";2;-;2;5;-;6;1;8;17;28;4;-;6;4;3;9;7;4;1;3;2;1;1;-;2;2;-;-;1;2;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;2;1;1;127
"411080 IRETAMA";2;4;4;32;43;10;42;51;134;234;272;119;4;1;4;1;-;4;-;-;-;2;2;-;-;4;-;-;-;-;2;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;975
"411090 ITAGUAJE";1;-;1;-;-;2;3;5;10;21;14;11;4;5;3;3;9;6;1;3;1;3;2;2;3;2;-;-;1;1;-;-;-;1;-;-;-;-;-;-;2;-;-;1;-;1;-;1;1;2;-;-;126
"411095 ITAIPULANDIA";6;2;8;4;6;4;25;24;40;93;96;109;35;81;92;78;92;97;101;67;38;50;23;21;5;21;15;13;6;4;5;3;3;-;1;-;3;3;1;1;1;-;1;-;-;-;2;-;1;2;4;2;1289
"411100 ITAMBARACA";2;1;2;1;3;8;11;4;12;25;60;40;-;9;7;3;5;6;3;3;3;-;1;2;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;217
"411110 ITAMBE";54;61;40;25;33;44;28;20;35;28;24;21;-;6;7;11;10;6;17;18;11;7;10;15;3;4;8;4;3;7;-;4;2;1;2;-;2;1;1;4;5;4;2;14;33;20;23;29;36;42;35;21;841
"411120 ITAPEJARA D'OESTE";-;-;1;-;1;-;4;8;36;93;84;238;231;200;156;180;102;121;68;24;17;3;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1570
"411125 ITAPERUCU";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"411130 ITAUNA DO SUL";-;-;-;-;1;-;-;4;10;9;16;11;36;49;37;23;18;19;31;20;10;9;-;3;-;-;1;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;1;-;1;-;-;314
"411140 IVAI";-;-;-;2;4;2;3;8;21;44;39;41;-;-;-;1;1;1;3;-;3;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;176
"411150 IVAIPORA";223;359;480;424;268;202;134;103;84;66;62;39;18;28;35;24;21;41;34;40;10;10;12;8;3;3;5;2;2;2;-;1;-;-;1;-;4;3;5;1;1;2;2;1;6;4;10;9;21;23;51;77;2964
"411155 IVATE";-;1;1;8;5;9;11;13;42;43;52;72;73;86;102;100;92;118;59;21;13;15;6;2;1;2;-;1;2;4;3;5;-;1;3;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;968
"411160 IVATUBA";-;-;1;-;-;5;3;17;17;20;13;20;5;11;9;9;11;6;7;2;2;1;2;2;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;166
"411170 JABOTI";-;-;2;3;4;11;10;7;45;39;65;31;-;1;-;-;-;-;-;3;-;-;2;3;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;229
"411180 JACAREZINHO";207;232;226;161;109;121;171;211;276;249;222;100;29;41;47;40;39;54;46;58;29;28;24;18;15;11;10;7;7;10;9;2;4;5;2;4;2;1;-;3;4;3;3;11;14;24;39;65;71;136;109;84;3393
"411190 JAGUAPITA";22;22;21;31;39;47;43;68;116;129;187;143;137;219;283;298;285;289;293;174;110;104;101;61;42;54;19;20;13;8;11;8;23;7;7;14;6;6;5;17;16;16;9;3;7;13;20;11;16;11;16;13;3633
"411200 JAGUARIAIVA";-;-;4;2;2;3;8;5;2;8;25;7;1;1;3;5;9;6;2;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;97
"411210 JANDAIA DO SUL";97;128;203;159;200;180;113;189;183;89;142;61;21;35;68;90;65;100;116;85;40;30;26;11;9;9;5;4;3;3;1;2;-;1;3;3;5;4;5;3;3;16;12;9;25;27;78;54;52;95;73;89;3024
"411220 JANIOPOLIS";4;1;3;18;20;17;47;67;116;233;213;44;6;8;3;2;3;4;9;6;1;3;1;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;2;4;-;1;-;-;-;2;1;845
"411230 JAPIRA";-;-;-;-;-;-;3;4;7;10;7;-;3;-;-;2;4;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45
"411240 JAPURA";3;6;1;10;8;11;28;37;45;50;45;37;46;75;57;66;74;93;46;14;4;7;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;768
"411250 JARDIM ALEGRE";7;21;31;51;59;49;103;87;96;35;15;19;33;36;44;31;20;22;22;21;7;12;3;-;-;2;3;3;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;2;3;-;3;845
