2013
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebr.def
"Município de notificação";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"354890 SAO CARLOS";-;13;29;84;126;60;33;4;4;-;2;2;1;358
"354900 SAO FRANCISCO";-;3;14;11;40;11;9;2;-;-;-;-;-;90
"354910 SAO JOAO DA BOA VISTA";-;3;3;14;19;11;8;2;1;-;-;-;-;61
"354920 SAO JOAO DAS DUAS PONTES";-;-;-;-;6;4;2;-;-;-;1;1;-;14
"354925 SAO JOAO DE IRACEMA";-;-;1;3;1;2;-;-;-;-;-;-;-;7
"354930 SAO JOAO DO PAU D'ALHO";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"354940 SAO JOAQUIM DA BARRA";-;29;157;625;277;28;7;1;-;-;-;-;3;1127
"354950 SAO JOSE DA BELA VISTA";-;-;30;17;-;-;-;-;-;-;-;-;-;47
"354960 SAO JOSE DO BARREIRO";-;-;-;2;-;-;-;-;-;-;-;-;1;3
"354970 SAO JOSE DO RIO PARDO";-;2;8;83;177;69;8;-;-;-;1;-;1;349
"354980 SAO JOSE DO RIO PRETO";-;510;2257;7737;6576;2144;360;66;30;17;24;56;26;19803
"354990 SAO JOSE DOS CAMPOS";-;62;108;308;234;95;35;7;20;21;8;5;23;926
"354995 SAO LOURENCO DA SERRA";-;-;-;4;2;-;-;-;-;-;-;-;-;6
"355000 SAO LUIS DO PARAITINGA";-;-;-;-;1;2;-;-;-;-;-;1;1;5
"355010 SAO MANUEL";-;-;-;1;2;2;-;-;-;-;-;-;-;5
"355020 SAO MIGUEL ARCANJO";-;-;1;-;2;-;-;-;-;-;-;-;-;3
"355030 SAO PAULO";-;361;510;1464;1724;670;181;98;62;43;52;70;115;5350
"355040 SAO PEDRO";-;1;4;59;69;15;5;-;-;1;1;-;-;155
"355050 SAO PEDRO DO TURVO";-;1;2;5;11;9;1;1;-;-;-;-;-;30
"355060 SAO ROQUE";-;1;9;8;9;4;2;-;-;-;-;1;1;35
"355070 SAO SEBASTIAO";-;25;86;170;273;231;105;46;13;2;6;2;2;961
"355080 SAO SEBASTIAO DA GRAMA";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"355090 SAO SIMAO";-;25;98;156;12;21;-;-;-;-;-;-;2;314
"355100 SAO VICENTE";-;33;210;751;755;381;138;1;-;3;1;4;2;2279
"355110 SARAPUI";-;-;-;1;-;2;-;-;-;-;-;-;-;3
"355130 SEBASTIANOPOLIS DO SUL";-;-;-;-;6;1;-;1;-;-;-;-;-;8
"355140 SERRA AZUL";-;4;9;47;32;10;4;-;-;-;-;-;4;110
"355150 SERRANA";-;30;114;276;57;22;2;3;8;6;2;5;-;525
"355160 SERRA NEGRA";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"355170 SERTAOZINHO";-;16;36;125;213;167;26;1;-;1;1;1;1;588
"355180 SETE BARRAS";-;1;100;150;14;-;-;-;1;-;-;-;-;266
"355190 SEVERINIA";-;36;75;54;30;3;7;-;-;-;-;-;-;205
"355200 SILVEIRAS";-;-;1;3;1;-;-;-;-;-;-;-;-;5
"355210 SOCORRO";-;-;1;-;1;-;-;-;1;-;-;-;1;4
"355220 SOROCABA";-;110;212;304;417;171;48;12;17;8;15;22;25;1361
"355230 SUD MENNUCCI";-;2;20;46;54;21;4;-;-;-;-;-;-;147
"355240 SUMARE";-;16;72;403;1043;441;59;12;7;11;7;13;24;2108
"355250 SUZANO";-;2;3;5;10;2;-;-;-;-;-;-;-;22
"355255 SUZANAPOLIS";-;2;2;5;2;1;1;-;-;-;-;-;1;14
"355260 TABAPUA";-;1;4;13;47;20;3;2;-;-;-;-;-;90
"355270 TABATINGA";-;2;11;43;39;13;1;-;-;-;-;-;-;109
"355280 TABOAO DA SERRA";-;8;10;23;19;13;3;4;-;1;-;-;-;81
"355290 TACIBA";-;-;8;75;12;1;4;2;-;-;-;-;-;102
"355310 TAIACU";-;24;64;-;2;1;-;-;-;-;-;-;1;92
"355320 TAIUVA";-;1;4;14;57;14;-;5;1;-;-;-;-;96
"355330 TAMBAU";-;-;3;32;30;6;2;2;1;-;-;-;1;77
"355340 TANABI";-;10;25;122;146;74;30;10;2;1;2;-;2;424
"355350 TAPIRAI";-;2;2;-;-;-;1;-;-;-;-;-;-;5
"355360 TAPIRATIBA";-;-;1;31;99;22;1;2;-;-;-;-;-;156
"355365 TAQUARAL";-;1;1;2;18;4;-;-;-;-;1;-;-;27
"355370 TAQUARITINGA";-;17;66;359;322;114;25;7;-;-;1;-;-;911
"355380 TAQUARITUBA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"355385 TAQUARIVAI";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"355390 TARABAI";-;-;2;2;2;1;-;-;-;-;-;-;-;7
"355395 TARUMA";-;-;3;13;11;5;1;3;1;-;-;2;3;42
"355400 TATUI";-;-;5;11;9;3;1;2;-;-;-;3;-;34
"355410 TAUBATE";-;27;59;194;214;72;34;3;4;3;1;7;17;635
"355430 TEODORO SAMPAIO";-;12;14;17;43;30;3;-;1;-;-;-;-;120
"355440 TERRA ROXA";-;4;31;21;-;-;1;-;-;-;-;-;-;57
"355450 TIETE";-;4;1;14;19;9;1;-;-;1;-;-;-;49
"355470 TORRINHA";-;1;-;-;-;1;-;-;-;-;-;-;-;2
"355475 TRABIJU";-;-;1;1;3;1;-;-;-;-;-;-;-;6
"355480 TREMEMBE";-;-;6;12;22;12;-;1;-;-;-;-;-;53
"355490 TRES FRONTEIRAS";-;-;3;5;4;6;5;-;-;-;-;-;-;23
"355500 TUPA";-;21;92;583;631;706;286;54;16;9;4;-;-;2402
"355510 TUPI PAULISTA";-;2;24;54;17;13;2;1;1;-;-;-;-;114
"355520 TURIUBA";-;1;1;2;10;6;1;-;-;-;-;-;-;21
"355530 TURMALINA";-;-;-;1;20;14;1;-;-;-;-;1;1;38
"355535 UBARANA";-;3;5;2;1;-;-;-;-;-;-;-;-;11
"355540 UBATUBA";-;10;79;345;328;246;97;16;5;1;4;2;10;1143
"355550 UBIRAJARA";-;-;-;6;7;-;-;-;-;-;-;-;-;13
"355560 UCHOA";-;9;19;57;42;10;4;2;1;-;1;-;1;146
"355570 UNIAO PAULISTA";-;-;-;4;2;-;1;-;-;-;-;-;-;7
"355580 URANIA";-;1;3;8;6;4;4;2;-;-;-;-;-;28
"355590 URU";-;-;-;10;13;-;-;-;-;-;-;-;-;23
"355600 URUPES";-;2;2;4;6;14;4;1;-;-;-;-;-;33
"355610 VALENTIM GENTIL";-;2;5;16;42;37;10;3;-;-;2;1;-;118
"355620 VALINHOS";-;1;8;18;30;16;3;1;-;2;5;2;3;89
"355630 VALPARAISO";-;3;5;21;25;12;-;1;-;-;-;-;-;67
"355635 VARGEM";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"355640 VARGEM GRANDE DO SUL";-;2;21;247;197;30;1;1;-;-;1;1;3;504
"355645 VARGEM GRANDE PAULISTA";-;-;1;-;2;-;-;-;-;-;1;-;-;4
"355650 VARZEA PAULISTA";-;2;1;4;7;3;2;-;-;-;-;-;-;19
"355660 VERA CRUZ";-;-;2;9;15;10;-;-;-;-;-;-;-;36
"355670 VINHEDO";-;3;15;32;30;14;6;2;-;-;2;2;1;107
"355680 VIRADOURO";-;2;4;31;34;29;1;-;-;-;-;1;-;102
"355690 VISTA ALEGRE DO ALTO";-;-;9;50;65;19;4;1;-;-;-;-;-;148
"355695 VITORIA BRASIL";-;-;-;2;26;26;4;-;-;1;-;1;-;60
"355700 VOTORANTIM";-;7;22;67;104;61;4;3;2;5;-;-;2;277
"355710 VOTUPORANGA";-;16;46;223;410;427;183;63;20;21;30;19;13;1471
"355715 ZACARIAS";-;2;2;2;6;6;1;1;-;-;-;-;-;20
"355720 CHAVANTES";-;-;-;1;3;-;-;-;-;-;1;-;1;6
"355730 ESTIVA GERBI";-;-;-;-;4;2;-;-;-;-;-;-;-;6
"410040 ALMIRANTE TAMANDARE";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"410045 ALTAMIRA DO PARANA";-;1;-;-;-;1;-;-;-;-;-;-;-;2
"410050 ALTONIA";-;5;15;52;46;20;2;-;1;-;-;1;-;142
"410060 ALTO PARANA";-;14;59;158;44;38;6;-;-;-;1;-;1;321
"410070 ALTO PIQUIRI";-;5;11;44;65;39;2;-;-;-;-;-;5;171
"410080 ALVORADA DO SUL";-;3;11;246;804;297;66;12;4;1;11;8;43;1506
"410090 AMAPORA";-;16;9;12;8;5;-;-;-;-;-;3;1;54
"410100 AMPERE";-;-;-;2;-;1;-;-;-;-;-;-;-;3
"410105 ANAHY";-;-;2;-;1;-;-;-;-;-;-;-;-;3
"410110 ANDIRA";-;4;19;57;148;142;41;9;-;-;-;-;-;420
"410115 ANGULO";-;-;-;5;4;1;-;-;-;-;-;-;-;10
"410140 APUCARANA";-;1;4;14;14;1;1;-;1;-;-;1;-;37
"410150 ARAPONGAS";-;6;13;23;24;3;2;-;-;-;-;-;3;74
"410160 ARAPOTI";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"410170 ARARUNA";-;13;175;411;135;39;5;1;-;-;-;-;1;780
"410180 ARAUCARIA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"410190 ASSAI";-;4;3;4;10;7;4;3;-;1;-;1;-;37
"410200 ASSIS CHATEAUBRIAND";-;31;128;277;206;40;9;1;-;1;-;-;-;693
"410210 ASTORGA";-;2;2;15;7;11;2;-;-;-;-;-;-;39
"410220 ATALAIA";-;1;1;1;-;2;4;1;-;-;-;-;-;10
"410240 BANDEIRANTES";-;-;1;9;15;24;4;-;-;-;-;-;-;53
"410250 BARBOSA FERRAZ";-;7;33;234;202;21;1;-;-;-;-;4;9;511
"410270 BARRA DO JACARE";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"410275 BELA VISTA DA CAROBA";-;-;-;3;12;6;-;-;-;-;-;-;-;21
"410280 BELA VISTA DO PARAISO";-;5;5;28;199;133;30;4;1;1;1;2;-;409
"410290 BITURUNA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"410300 BOA ESPERANCA";-;-;1;9;15;3;-;-;-;-;-;-;-;28
"410304 BOA VENTURA DE SAO ROQUE";-;-;3;-;-;-;-;-;-;-;-;-;-;3
"410305 BOA VISTA DA APARECIDA";-;1;-;17;11;7;1;-;-;-;-;-;-;37
"410310 BOCAIUVA DO SUL";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"410320 BOM SUCESSO";-;6;3;4;1;-;-;-;-;-;-;-;2;16
"410330 BORRAZOPOLIS";-;1;-;1;-;-;-;-;-;-;-;-;-;2
"410337 BRASILANDIA DO SUL";-;-;1;4;11;3;1;-;-;-;-;-;-;20
"410340 CAFEARA";-;-;1;2;16;15;1;-;-;-;-;4;2;41
"410345 CAFELANDIA";-;6;2;5;9;2;2;1;-;-;-;-;-;27
"410347 CAFEZAL DO SUL";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"410350 CALIFORNIA";-;3;1;-;1;1;-;-;-;-;-;-;-;6
"410360 CAMBARA";-;-;-;3;10;2;-;-;-;-;-;-;-;15
"410370 CAMBE";-;26;15;47;87;40;9;3;3;4;8;2;5;249
"410380 CAMBIRA";-;-;1;2;1;4;-;-;-;-;-;-;-;8
"410390 CAMPINA DA LAGOA";-;-;-;-;5;-;2;-;-;-;-;-;-;7
"410400 CAMPINA GRANDE DO SUL";-;1;3;-;-;-;-;1;-;-;-;-;-;5
"410405 CAMPO BONITO";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"410420 CAMPO LARGO";-;1;-;-;1;1;-;-;-;-;-;-;-;3
"410430 CAMPO MOURAO";-;304;1483;1949;769;185;30;1;-;1;-;-;8;4730
"410440 CANDIDO DE ABREU";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"410445 CANTAGALO";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"410450 CAPANEMA";-;7;57;138;109;13;3;-;-;-;-;-;1;328
"410460 CAPITAO LEONIDAS MARQUES";-;5;3;5;6;2;-;-;-;-;-;-;-;21
"410465 CARAMBEI";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"410470 CARLOPOLIS";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"410480 CASCAVEL";-;38;50;102;110;57;13;12;1;4;12;9;16;424
"410500 CATANDUVAS";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"410510 CENTENARIO DO SUL";-;26;25;102;68;11;2;2;-;-;1;37;61;335
"410530 CEU AZUL";-;2;-;2;2;2;-;1;-;-;-;1;-;10
"410550 CIANORTE";-;13;87;241;300;121;32;3;1;-;1;-;1;800
"410560 CIDADE GAUCHA";-;-;13;78;53;29;3;-;-;-;-;-;-;176
"410580 COLOMBO";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"410590 COLORADO";-;11;32;164;175;77;15;3;1;-;-;-;1;479
"410600 CONGONHINHAS";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"410630 CORBELIA";-;3;4;17;11;2;-;-;-;-;1;-;-;38
"410640 CORNELIO PROCOPIO";-;1;6;19;12;2;1;-;-;-;-;-;-;41
"410650 CORONEL VIVIDA";-;-;-;-;-;-;-;-;-;-;-;-;2;2
"410655 CORUMBATAI DO SUL";-;-;1;1;-;1;1;-;-;-;-;-;-;4
"410660 CRUZEIRO DO OESTE";-;7;2;10;30;7;6;-;1;-;-;-;-;63
"410670 CRUZEIRO DO SUL";-;-;3;10;16;11;2;1;-;-;-;-;1;44
"410685 CRUZMALTINA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"410690 CURITIBA";-;45;38;48;46;11;5;2;4;-;-;8;1;208
"410710 DIAMANTE DO NORTE";-;5;15;50;62;33;1;-;-;1;-;-;-;167
"410712 DIAMANTE DO SUL";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"410715 DIAMANTE D'OESTE";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"410720 DOIS VIZINHOS";-;1;18;25;18;8;3;3;1;3;4;-;-;84
"410725 DOURADINA";-;1;3;33;57;24;13;1;-;-;-;-;-;132
"410730 DOUTOR CAMARGO";-;-;7;118;56;10;1;-;-;-;-;-;-;192
"410740 ENEAS MARQUES";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"410750 ENGENHEIRO BELTRAO";-;71;258;773;345;44;7;5;-;-;1;1;4;1509
"410752 ESPERANCA NOVA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"410753 ENTRE RIOS DO OESTE";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"410755 FAROL";-;1;5;20;9;-;-;-;-;-;-;-;-;35
"410760 FAXINAL";-;1;4;1;-;2;-;-;-;-;-;-;-;8
"410770 FENIX";-;318;151;97;36;13;-;-;-;-;1;-;29;645
"410780 FLORAI";-;1;8;57;92;30;10;-;-;-;-;1;-;199
"410785 FLOR DA SERRA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"410790 FLORESTA";-;-;27;138;122;34;1;-;-;-;-;-;-;322
"410800 FLORESTOPOLIS";-;1;1;7;5;4;1;-;-;-;-;2;11;32
"410810 FLORIDA";-;-;-;-;-;1;-;-;1;-;-;-;-;2
"410820 FORMOSA DO OESTE";-;33;111;170;54;14;2;-;-;-;1;-;-;385
"410830 FOZ DO IGUACU";-;69;204;1105;1368;179;30;9;9;9;11;12;18;3023
"410832 FRANCISCO ALVES";-;-;13;65;108;39;9;-;1;-;-;-;-;235
"410840 FRANCISCO BELTRAO";-;5;7;20;16;2;1;2;1;-;-;1;-;55
"410855 GODOY MOREIRA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"410860 GOIOERE";-;7;98;608;678;221;11;1;-;-;-;-;1;1625
"410870 GRANDES RIOS";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"410880 GUAIRA";-;13;38;67;69;41;5;1;1;-;-;1;2;238
"410890 GUAIRACA";-;2;22;52;40;8;-;-;-;-;1;3;-;128
"410910 GUAPOREMA";-;-;-;4;5;2;-;-;-;-;-;-;-;11
"410920 GUARACI";-;1;11;17;7;3;2;1;2;1;3;1;1;50
"410930 GUARANIACU";-;-;-;1;-;1;-;-;-;-;-;-;3;5
"410940 GUARAPUAVA";-;1;-;2;-;-;-;-;-;-;-;-;1;4
"410960 GUARATUBA";-;-;2;-;-;-;-;-;-;-;-;-;-;2
"410970 IBAITI";-;-;1;2;-;-;-;-;-;-;-;-;-;3
"410975 IBEMA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"410980 IBIPORA";-;21;23;92;259;79;11;4;2;2;9;11;10;523
"410990 ICARAIMA";-;1;9;158;124;63;7;-;-;-;-;-;-;362
"411000 IGUARACU";-;3;7;9;3;1;2;1;-;-;1;-;1;28
"411005 IGUATU";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"411007 IMBAU";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"411030 INAJA";-;9;19;100;114;52;12;2;-;-;-;-;-;308
"411040 INDIANOPOLIS";-;6;6;69;102;55;9;-;-;-;-;-;-;247
"411060 IPORA";-;3;11;22;13;6;2;-;-;-;-;2;-;59
"411065 IRACEMA DO OESTE";-;-;5;11;3;1;2;-;-;-;-;-;-;22
"411070 IRATI";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"411080 IRETAMA";-;-;1;3;-;-;-;-;-;-;-;-;-;4
"411090 ITAGUAJE";-;-;-;24;69;71;21;-;-;-;-;-;-;185
"411095 ITAIPULANDIA";-;1;1;8;10;5;5;-;-;-;-;-;1;31
"411100 ITAMBARACA";-;-;1;19;33;34;5;-;-;-;-;-;-;92
"411110 ITAMBE";-;-;24;95;147;40;5;-;-;-;-;-;-;311
"411120 ITAPEJARA D'OESTE";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"411130 ITAUNA DO SUL";-;2;16;10;9;7;-;1;2;-;-;-;-;47
"411150 IVAIPORA";-;2;2;11;15;5;1;-;-;-;-;-;-;36
"411155 IVATE";-;-;-;2;17;23;23;1;-;-;-;-;-;66
"411160 IVATUBA";-;-;79;84;9;4;-;-;-;-;-;-;-;176
"411180 JACAREZINHO";-;2;3;3;5;2;-;-;-;-;-;-;-;15
"411190 JAGUAPITA";-;5;5;29;17;6;3;2;-;-;-;-;2;69
"411200 JAGUARIAIVA";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"411210 JANDAIA DO SUL";-;6;14;27;34;23;6;3;2;1;2;9;4;131
"411220 JANIOPOLIS";-;-;1;8;25;6;-;-;-;-;-;1;-;41
"411240 JAPURA";-;186;186;98;63;11;1;-;-;-;-;-;13;558
"411250 JARDIM ALEGRE";-;-;1;13;102;41;5;-;-;-;-;-;-;162
"411260 JARDIM OLINDA";-;4;-;-;1;8;-;-;-;-;-;-;-;13
"411270 JATAIZINHO";-;9;9;18;18;7;11;3;2;1;1;4;5;88
"411275 JESUITAS";-;7;17;54;27;9;1;-;-;-;-;-;1;116
"411280 JOAQUIM TAVORA";-;1;-;-;-;-;-;-;-;-;-;-;1;2
"411295 JURANDA";-;3;2;5;8;7;1;-;-;-;-;-;2;28
"411300 JUSSARA";-;5;85;504;109;53;26;5;1;-;2;1;1;792
"411310 KALORE";-;-;-;-;2;1;-;-;-;-;-;-;-;3
"411330 LARANJEIRAS DO SUL";-;1;1;-;1;-;-;-;-;-;-;1;1;5
"411342 LIDIANOPOLIS";-;-;7;81;37;5;-;-;-;-;-;-;-;130
"411350 LOANDA";-;12;74;299;312;187;25;9;6;1;1;1;4;931
"411360 LOBATO";-;1;1;10;7;7;-;-;-;-;-;-;-;26
"411370 LONDRINA";-;95;148;326;455;218;52;16;16;11;18;24;17;1396
"411373 LUIZIANA";-;-;2;22;6;1;-;-;-;-;-;-;-;31
"411375 LUNARDELLI";-;-;-;3;17;41;13;-;-;-;-;-;-;74
"411380 LUPIONOPOLIS";-;3;1;6;11;24;4;2;1;2;-;-;-;54
"411400 MAMBORE";-;12;19;44;46;11;3;1;-;-;-;-;-;136
"411410 MANDAGUACU";-;10;18;59;102;53;15;1;-;-;-;1;2;261
"411420 MANDAGUARI";-;2;20;84;106;35;6;-;-;-;1;2;2;258
"411435 MANFRINOPOLIS";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"411460 MARECHAL CANDIDO RONDON";-;10;28;78;76;17;1;1;-;-;-;1;1;213
"411470 MARIA HELENA";-;2;3;3;1;3;-;-;-;-;-;-;-;12
"411480 MARIALVA";-;16;91;159;152;73;12;1;-;1;-;1;-;506
"411490 MARILANDIA DO SUL";-;-;1;-;2;2;1;1;-;-;-;-;-;7
"411500 MARILENA";-;1;30;107;101;32;1;-;-;1;-;4;45;322
"411510 MARILUZ";-;-;21;22;40;8;3;-;-;1;3;-;1;99
"411520 MARINGA";-;161;533;1178;711;262;35;7;2;1;5;10;47;2952
"411535 MARIPA";-;-;5;7;8;3;-;-;-;-;-;1;-;24
"411540 MARMELEIRO";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"411560 MATELANDIA";-;1;-;-;2;1;-;-;-;-;-;2;2;8
"411575 MAUA DA SERRA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"411580 MEDIANEIRA";-;8;13;28;37;11;10;5;1;2;4;8;9;136
"411585 MERCEDES";-;4;2;14;5;2;-;-;-;-;-;-;-;27
"411590 MIRADOR";-;3;12;19;5;-;-;-;-;-;-;-;-;39
"411600 MIRASELVA";-;3;2;5;3;1;6;-;1;-;-;2;1;24
"411605 MISSAL";-;-;17;45;71;42;4;-;-;2;-;1;1;183
"411610 MOREIRA SALES";-;-;8;30;34;10;-;-;-;-;-;-;2;84
"411620 MORRETES";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"411630 MUNHOZ DE MELO";-;-;2;4;8;12;1;-;-;-;-;-;-;27
"411640 NOSSA SENHORA DAS GRACAS";-;-;1;2;-;1;-;-;-;-;-;-;-;4
"411650 NOVA ALIANCA DO IVAI";-;2;12;23;2;-;-;-;-;-;-;-;-;39
"411660 NOVA AMERICA DA COLINA";-;-;-;-;3;2;2;-;-;-;-;-;-;7
"411670 NOVA AURORA";-;-;1;6;6;-;1;1;-;-;-;-;-;15
"411690 NOVA ESPERANCA";-;7;28;128;148;76;14;2;-;-;-;-;1;404
"411695 NOVA ESPERANCA DO SUDOESTE";-;-;1;1;-;-;-;-;-;-;-;-;-;2
"411700 NOVA FATIMA";-;2;-;1;5;5;1;-;-;-;-;-;-;14
"411710 NOVA LONDRINA";-;4;61;139;76;23;18;4;2;2;1;15;52;397
"411720 NOVA OLIMPIA";-;-;7;17;56;15;7;-;-;-;-;-;-;102
"411721 NOVA SANTA BARBARA";-;-;-;-;-;1;-;-;-;-;1;-;-;2
"411722 NOVA SANTA ROSA";-;10;98;158;56;7;1;-;-;-;-;1;-;331
"411725 NOVA PRATA DO IGUACU";-;-;13;36;32;4;-;-;-;-;-;1;-;86
"411727 NOVA TEBAS";-;-;2;-;-;-;-;-;-;-;-;-;-;2
"411730 ORTIGUEIRA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"411740 OURIZONA";-;1;-;2;7;10;1;-;-;-;-;-;-;21
"411745 OURO VERDE DO OESTE";-;-;-;5;1;-;-;-;-;-;-;-;-;6
"411750 PAICANDU";-;36;94;329;259;71;3;-;-;-;-;-;1;793
"411760 PALMAS";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"411770 PALMEIRA";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"411780 PALMITAL";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"411790 PALOTINA";-;16;72;137;128;38;10;1;-;-;-;-;1;403
"411800 PARAISO DO NORTE";-;9;30;40;22;5;2;1;-;-;-;-;-;109
"411810 PARANACITY";-;1;33;90;66;9;5;4;-;-;-;-;-;208
"411820 PARANAGUA";-;3;-;7;1;1;-;-;-;-;-;4;-;16
"411830 PARANAPOEMA";-;-;-;5;45;43;1;-;1;1;-;-;-;96
"411840 PARANAVAI";-;1901;4108;2675;957;278;45;14;3;3;5;5;59;10053
"411845 PATO BRAGADO";-;1;-;2;1;1;1;-;-;-;-;-;-;6
"411850 PATO BRANCO";-;2;-;1;1;-;-;-;-;-;-;-;-;4
"411880 PEABIRU";-;953;578;317;60;12;-;1;-;-;1;-;89;2011
"411885 PEROBAL";-;1;4;3;20;1;-;-;-;-;1;1;-;31
"411890 PEROLA";-;2;14;77;65;33;10;1;1;-;-;-;1;204
"411900 PEROLA D'OESTE";-;-;2;34;46;5;-;-;-;-;-;-;-;87
"411915 PINHAIS";-;-;2;-;1;-;-;-;-;-;-;-;-;3
"411930 PINHAO";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"411960 PITANGA";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"411965 PITANGUEIRAS";-;-;1;-;-;1;1;-;-;4;3;3;1;14
"411970 PLANALTINA DO PARANA";-;1;6;3;4;-;1;-;-;-;1;-;-;16
"411980 PLANALTO";-;2;65;92;26;3;-;-;-;-;-;-;-;188
"411990 PONTA GROSSA";-;1;4;2;4;2;-;-;1;-;-;-;-;14
"411995 PONTAL DO PARANA";-;1;-;-;1;-;-;-;-;-;-;-;-;2
"412000 PORECATU";-;8;22;235;267;47;14;-;2;1;2;3;1;602
"412020 PORTO RICO";-;7;54;76;30;7;4;-;-;-;-;-;-;178
"412033 PRADO FERREIRA";-;5;6;2;2;-;-;-;-;-;-;-;1;16
"412035 PRANCHITA";-;-;1;1;-;1;-;-;-;1;-;-;-;4
"412040 PRESIDENTE CASTELO BRANCO";-;-;1;3;16;15;2;-;-;-;-;-;-;37
"412050 PRIMEIRO DE MAIO";-;100;495;871;243;105;23;1;3;3;2;31;40;1917
"412060 PRUDENTOPOLIS";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"412065 QUARTO CENTENARIO";-;-;4;39;68;46;21;1;-;-;-;1;2;182
"412070 QUATIGUA";-;-;2;-;1;1;-;-;-;-;-;-;-;4
"412085 QUATRO PONTES";-;-;2;12;19;9;2;-;-;-;-;-;-;44
"412090 QUEDAS DO IGUACU";-;1;1;4;30;4;-;1;-;2;-;-;-;43
"412100 QUERENCIA DO NORTE";-;2;11;23;37;24;7;2;-;-;-;-;-;106
"412110 QUINTA DO SOL";-;61;126;123;23;7;4;-;-;1;-;-;1;346
"412125 RAMILANDIA";-;-;-;-;-;-;-;2;-;-;-;-;-;2
"412130 RANCHO ALEGRE";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"412135 RANCHO ALEGRE D'OESTE";-;-;4;7;4;5;-;-;-;-;-;-;-;20
"412140 REALEZA";-;4;21;70;58;32;4;1;-;-;-;1;3;194
"412160 RENASCENCA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"412170 RESERVA";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"412190 RIBEIRAO DO PINHAL";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"412215 RIO BONITO DO IGUACU";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"412217 RIO BRANCO DO IVAI";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"412230 RIO NEGRO";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"412240 ROLANDIA";-;32;3;8;42;27;2;-;-;4;2;2;-;122
"412250 RONCADOR";-;7;10;11;7;1;-;-;-;-;-;-;-;36
"412260 RONDON";-;-;25;167;148;54;3;1;-;-;-;-;-;398
"412265 ROSARIO DO IVAI";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"412270 SABAUDIA";-;-;-;1;1;-;-;-;-;-;-;-;-;2
"412300 SALTO DO LONTRA";-;-;6;9;1;-;-;-;-;-;-;-;-;16
