2023
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisadquiridabr.def
Acquired Syphilis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Total"
"110001 ALTA FLORESTA D'OESTE";7;1;1;1;3;1;-;14
"110002 ARIQUEMES";20;15;18;15;17;11;-;96
"110004 CACOAL";14;14;12;19;16;-;-;75
"110005 CEREJEIRAS";-;1;1;1;1;1;-;5
"110006 COLORADO DO OESTE";-;1;1;1;1;-;-;4
"110008 COSTA MARQUES";1;-;-;-;-;1;-;2
"110009 ESPIGAO D'OESTE";6;1;3;3;2;-;-;15
"110010 GUAJARA-MIRIM";3;6;1;6;1;3;-;20
"110011 JARU";6;8;9;6;10;4;4;47
"110012 JI-PARANA";13;8;9;7;12;6;2;57
"110013 MACHADINHO D'OESTE";5;3;7;4;3;6;1;29
"110014 NOVA BRASILANDIA D'OESTE";1;1;1;3;4;1;1;12
"110015 OURO PRETO DO OESTE";1;3;2;1;3;1;-;11
"110018 PIMENTA BUENO";1;1;-;-;-;1;-;3
"110020 PORTO VELHO";84;85;133;115;85;66;3;571
"110025 PRESIDENTE MEDICI";-;3;2;-;4;6;-;15
"110026 RIO CRESPO";-;2;-;-;-;-;-;2
"110028 ROLIM DE MOURA";1;4;7;1;-;-;3;16
"110029 SANTA LUZIA D'OESTE";-;-;1;-;1;2;-;4
"110030 VILHENA";11;19;15;8;18;3;-;74
"110032 SAO MIGUEL DO GUAPORE";2;2;1;-;2;-;1;8
"110033 NOVA MAMORE";3;3;3;2;5;4;-;20
"110034 ALVORADA D'OESTE";-;-;2;-;-;-;-;2
"110037 ALTO ALEGRE DOS PARECIS";-;-;1;-;-;-;-;1
"110040 ALTO PARAISO";-;-;-;-;-;1;-;1
"110045 BURITIS";10;7;15;5;3;6;-;46
"110070 CAMPO NOVO DE RONDONIA";-;-;1;3;-;-;1;5
"110080 CANDEIAS DO JAMARI";1;-;3;2;4;3;2;15
"110092 CHUPINGUAIA";-;1;-;1;-;-;-;2
"110094 CUJUBIM";4;2;4;2;1;2;-;15
"110100 GOVERNADOR JORGE TEIXEIRA";1;-;4;-;-;-;-;5
"110110 ITAPUA DO OESTE";1;1;-;-;1;1;-;4
"110140 MONTE NEGRO";-;1;5;1;1;-;-;8
"110145 PARECIS";1;1;-;-;-;-;-;2
"110146 PIMENTEIRAS DO OESTE";1;-;-;-;1;-;-;2
"110149 SAO FRANCISCO DO GUAPORE";2;2;7;-;5;-;-;16
"110155 TEIXEIROPOLIS";-;-;1;-;-;-;-;1
"110160 THEOBROMA";1;-;-;1;1;-;-;3
"110170 URUPA";-;-;-;2;-;-;-;2
"110175 VALE DO ANARI";-;-;1;-;-;-;-;1
"110180 VALE DO PARAISO";-;-;-;1;-;-;-;1
"120001 ACRELANDIA";2;-;1;1;1;-;-;5
"120005 ASSIS BRASIL";-;-;1;-;-;1;-;2
"120010 BRASILEIA";18;10;23;16;7;8;2;84
"120013 BUJARI";5;4;5;4;2;-;-;20
"120020 CRUZEIRO DO SUL";3;8;20;8;12;8;1;60
"120025 EPITACIOLANDIA";3;2;7;2;1;1;-;16
"120030 FEIJO";-;-;1;-;-;2;-;3
"120032 JORDAO";1;1;1;1;-;1;-;5
"120033 MANCIO LIMA";1;1;2;-;1;-;-;5
"120034 MANOEL URBANO";-;1;-;1;-;-;-;2
"120035 MARECHAL THAUMATURGO";1;-;3;2;-;1;-;7
"120038 PLACIDO DE CASTRO";1;1;5;1;3;2;3;16
"120039 PORTO WALTER";3;4;1;-;1;1;-;10
"120040 RIO BRANCO";70;92;103;86;94;51;1;497
"120042 RODRIGUES ALVES";-;-;1;3;1;-;-;5
"120043 SANTA ROSA DO PURUS";-;3;5;-;10;-;-;18
"120045 SENADOR GUIOMARD";5;1;1;-;3;-;-;10
"120050 SENA MADUREIRA";1;3;4;5;3;1;-;17
"120060 TARAUACA";12;5;6;5;13;6;2;49
"120070 XAPURI";5;1;-;4;1;3;-;14
"120080 PORTO ACRE";2;4;1;-;1;-;1;9
"130002 ALVARAES";-;-;2;1;-;-;-;3
"130006 AMATURA";-;-;2;1;-;3;-;6
"130008 ANAMA";-;-;-;1;-;-;-;1
"130010 ANORI";1;-;1;1;2;-;-;5
"130014 APUI";-;-;1;1;1;-;1;4
"130020 ATALAIA DO NORTE";1;-;1;-;-;1;-;3
"130030 AUTAZES";-;-;2;-;4;1;-;7
"130040 BARCELOS";1;1;-;-;-;-;-;2
"130050 BARREIRINHA";1;1;-;-;-;1;-;3
"130060 BENJAMIN CONSTANT";3;1;6;2;3;5;1;21
"130063 BERURI";2;1;2;-;5;1;-;11
"130070 BOCA DO ACRE";-;-;3;1;1;1;-;6
"130080 BORBA";6;1;-;5;1;1;-;14
"130083 CAAPIRANGA";-;-;1;-;-;1;-;2
"130090 CANUTAMA";-;3;-;-;2;-;-;5
"130100 CARAUARI";4;3;6;2;8;6;5;34
"130110 CAREIRO";3;8;2;1;1;1;-;16
"130115 CAREIRO DA VARZEA";-;-;-;-;-;-;1;1
"130120 COARI";4;11;16;7;17;3;1;59
"130140 EIRUNEPE";2;-;4;-;1;4;1;12
"130150 ENVIRA";4;9;13;1;25;2;-;54
"130160 FONTE BOA";-;1;-;-;-;2;-;3
"130165 GUAJARA";-;-;4;-;2;-;1;7
"130170 HUMAITA";3;3;1;1;1;3;-;12
"130180 IPIXUNA";1;-;1;2;-;2;1;7
"130185 IRANDUBA";4;3;5;1;1;3;-;17
"130190 ITACOATIARA";2;2;6;5;3;3;-;21
"130195 ITAMARATI";2;2;-;-;-;-;-;4
"130200 ITAPIRANGA";-;1;1;1;2;-;-;5
"130210 JAPURA";1;-;7;5;-;-;-;13
"130230 JUTAI";1;-;3;4;3;1;-;12
"130240 LABREA";5;3;5;-;-;-;-;13
"130250 MANACAPURU";6;3;9;9;7;9;1;44
"130255 MANAQUIRI";1;1;-;-;2;-;-;4
"130260 MANAUS";267;234;259;269;291;237;33;1590
"130270 MANICORE";9;1;7;2;5;3;2;29
"130280 MARAA";1;3;2;1;3;1;-;11
"130290 MAUES";1;-;2;-;1;2;-;6
"130300 NHAMUNDA";-;1;2;-;1;-;-;4
"130310 NOVA OLINDA DO NORTE";3;2;2;-;-;-;-;7
"130320 NOVO AIRAO";3;2;3;2;1;-;-;11
"130330 NOVO ARIPUANA";-;-;-;1;-;1;-;2
"130340 PARINTINS";10;12;22;11;11;5;1;72
"130350 PAUINI";3;-;-;3;2;2;1;11
"130353 PRESIDENTE FIGUEIREDO";1;1;2;1;3;-;1;9
"130356 RIO PRETO DA EVA";6;1;2;3;6;4;-;22
"130360 SANTA ISABEL DO RIO NEGRO";-;-;-;1;3;-;-;4
"130370 SANTO ANTONIO DO ICA";-;-;1;1;1;-;-;3
"130380 SAO GABRIEL DA CACHOEIRA";2;3;3;-;1;1;1;11
"130390 SAO PAULO DE OLIVENCA";-;2;1;-;-;1;-;4
"130395 SAO SEBASTIAO DO UATUMA";-;-;-;-;1;1;-;2
"130400 SILVES";-;-;-;1;2;-;-;3
"130406 TABATINGA";4;3;4;-;2;1;-;14
"130410 TAPAUA";-;6;4;-;1;-;-;11
"130420 TEFE";1;1;1;1;9;2;2;17
"130423 TONANTINS";-;-;1;1;-;-;1;3
"130430 URUCARA";-;-;-;-;1;-;-;1
"130440 URUCURITUBA";2;2;1;3;-;-;1;9
"140002 AMAJARI";1;1;-;-;-;-;-;2
"140010 BOA VISTA";69;43;69;46;48;33;5;313
"140015 BONFIM";-;-;-;-;1;-;-;1
"140017 CANTA";1;-;1;1;2;-;-;5
"140020 CARACARAI";6;1;5;4;3;-;1;20
"140023 CAROEBE";-;-;-;1;-;1;1;3
"140028 IRACEMA";1;-;4;-;-;-;-;5
"140030 MUCAJAI";8;3;1;4;6;2;1;25
"140040 NORMANDIA";-;-;2;-;-;-;-;2
"140045 PACARAIMA";6;1;3;7;5;7;-;29
"140047 RORAINOPOLIS";-;2;3;1;7;3;1;17
"140050 SAO JOAO DA BALIZA";1;-;-;-;-;1;-;2
"140060 SAO LUIZ";1;1;2;1;2;-;-;7
"150010 ABAETETUBA";5;6;10;13;9;12;-;55
"150013 ABEL FIGUEIREDO";-;2;-;-;1;-;-;3
"150020 ACARA";-;1;-;1;2;5;-;9
"150030 AFUA";1;-;1;2;1;1;-;6
"150034 AGUA AZUL DO NORTE";-;3;-;2;-;-;-;5
"150040 ALENQUER";-;-;-;1;-;1;-;2
"150060 ALTAMIRA";12;6;8;14;3;16;3;62
"150070 ANAJAS";-;2;4;3;1;-;1;11
"150080 ANANINDEUA";58;35;21;5;8;-;-;127
"150085 ANAPU";-;-;-;-;3;-;-;3
"150090 AUGUSTO CORREA";-;-;1;2;1;-;-;4
"150095 AURORA DO PARA";2;1;3;2;1;1;-;10
"150100 AVEIRO";1;-;-;2;-;-;-;3
"150110 BAGRE";1;-;-;-;-;-;-;1
"150120 BAIAO";5;-;1;-;2;2;-;10
"150125 BANNACH";1;1;1;1;-;1;-;5
"150130 BARCARENA";6;3;12;1;-;5;5;32
"150140 BELEM";77;68;87;72;50;8;1;363
"150145 BELTERRA";-;-;1;-;-;1;-;2
"150150 BENEVIDES";5;5;10;9;2;6;-;37
"150170 BRAGANCA";10;4;9;11;11;10;-;55
"150172 BRASIL NOVO";2;1;1;2;2;3;-;11
"150178 BREU BRANCO";1;-;6;4;4;2;-;17
"150180 BREVES";2;2;-;1;2;-;-;7
"150190 BUJARU";5;-;3;-;-;1;-;9
"150195 CACHOEIRA DO PIRIA";-;1;4;-;1;-;-;6
"150210 CAMETA";6;7;3;5;9;4;-;34
"150215 CANAA DOS CARAJAS";1;-;1;1;7;-;1;11
"150220 CAPANEMA";15;9;10;13;7;4;1;59
"150230 CAPITAO POCO";3;3;7;3;5;-;-;21
"150240 CASTANHAL";45;16;24;17;4;1;-;107
"150250 CHAVES";-;1;1;1;1;1;-;5
"150260 COLARES";-;-;-;-;1;-;-;1
"150270 CONCEICAO DO ARAGUAIA";-;-;1;-;-;1;-;2
"150275 CONCORDIA DO PARA";-;-;1;-;2;-;-;3
"150276 CUMARU DO NORTE";-;-;1;-;2;-;-;3
"150277 CURIONOPOLIS";1;-;3;1;3;1;-;9
"150280 CURRALINHO";2;1;-;-;1;1;-;5
"150285 CURUA";-;-;3;-;-;1;-;4
"150290 CURUCA";-;-;-;-;1;-;-;1
"150293 DOM ELISEU";-;4;-;-;-;-;-;4
"150295 ELDORADO DOS CARAJAS";2;2;3;2;-;-;-;9
"150300 FARO";-;1;2;1;1;-;-;5
"150304 FLORESTA DO ARAGUAIA";-;1;-;-;-;-;-;1
"150307 GARRAFAO DO NORTE";1;-;1;1;4;1;-;8
"150309 GOIANESIA DO PARA";1;-;-;-;-;2;-;3
"150320 IGARAPE-ACU";-;-;-;-;-;1;-;1
"150330 IGARAPE-MIRI";3;3;3;3;3;-;-;15
"150345 IPIXUNA DO PARA";5;9;5;3;3;-;-;25
"150350 IRITUIA";1;3;-;1;1;-;-;6
"150360 ITAITUBA";10;8;9;9;19;2;-;57
"150370 ITUPIRANGA";-;3;5;2;-;-;-;10
"150375 JACAREACANGA";-;1;-;5;-;2;-;8
"150380 JACUNDA";7;2;2;1;5;4;1;22
"150390 JURUTI";6;9;7;2;3;3;1;31
"150400 LIMOEIRO DO AJURU";-;-;8;1;13;3;-;25
"150410 MAGALHAES BARATA";1;-;-;1;1;1;1;5
"150420 MARABA";22;80;32;20;51;32;-;237
"150430 MARACANA";-;-;-;-;-;2;-;2
"150440 MARAPANIM";-;1;1;-;1;-;-;3
"150442 MARITUBA";1;1;8;5;2;3;-;20
"150445 MEDICILANDIA";2;1;-;2;3;3;-;11
"150450 MELGACO";-;-;-;1;-;-;-;1
"150460 MOCAJUBA";2;2;-;-;1;-;-;5
"150470 MOJU";6;2;7;-;1;-;-;16
"150475 MOJUI DOS CAMPOS";-;-;-;1;1;-;-;2
"150480 MONTE ALEGRE";-;-;-;-;2;1;-;3
"150495 NOVA ESPERANCA DO PIRIA";-;-;-;1;1;-;-;2
"150497 NOVA IPIXUNA";-;1;-;-;-;-;-;1
"150500 NOVA TIMBOTEUA";-;-;-;-;-;-;1;1
"150503 NOVO PROGRESSO";-;1;3;-;-;1;-;5
"150506 NOVO REPARTIMENTO";3;6;7;6;8;3;-;33
"150510 OBIDOS";1;-;-;-;-;1;-;2
"150520 OEIRAS DO PARA";-;-;1;4;3;-;-;8
"150530 ORIXIMINA";-;-;-;-;1;-;-;1
"150540 OUREM";-;-;1;3;-;1;-;5
"150543 OURILANDIA DO NORTE";1;-;2;-;1;4;-;8
"150548 PACAJA";-;3;1;-;6;1;-;11
"150549 PALESTINA DO PARA";-;-;-;3;-;-;-;3
"150550 PARAGOMINAS";6;6;5;8;10;4;-;39
"150553 PARAUAPEBAS";13;14;35;16;19;36;7;140
"150560 PEIXE-BOI";-;-;-;1;-;-;-;1
"150570 PONTA DE PEDRAS";2;2;4;-;-;-;-;8
"150580 PORTEL";-;-;-;-;1;-;-;1
"150590 PORTO DE MOZ";-;2;2;-;-;-;-;4
"150600 PRAINHA";-;2;-;4;-;2;1;9
"150610 PRIMAVERA";-;-;1;1;-;1;-;3
"150611 QUATIPURU";2;3;1;-;1;-;-;7
"150613 REDENCAO";1;-;5;3;2;3;-;14
"150616 RIO MARIA";-;-;2;-;1;-;-;3
"150618 RONDON DO PARA";-;1;-;-;-;-;-;1
"150619 RUROPOLIS";4;8;1;-;1;-;-;14
"150620 SALINOPOLIS";16;2;9;4;10;-;-;41
"150630 SALVATERRA";1;-;1;3;1;2;-;8
"150635 SANTA BARBARA DO PARA";1;2;1;-;1;-;-;5
"150640 SANTA CRUZ DO ARARI";-;-;1;-;-;-;-;1
"150655 SANTA LUZIA DO PARA";-;2;2;1;1;1;-;7
"150660 SANTA MARIA DO PARA";-;-;-;-;1;-;-;1
"150670 SANTANA DO ARAGUAIA";8;7;11;6;12;9;-;53
"150680 SANTAREM";27;14;38;21;37;21;-;158
"150690 SANTAREM NOVO";-;-;-;-;-;1;-;1
"150715 SAO DOMINGOS DO ARAGUAIA";4;-;1;-;-;-;-;5
"150720 SAO DOMINGOS DO CAPIM";-;-;-;-;-;1;3;4
"150730 SAO FELIX DO XINGU";7;8;11;17;9;9;-;61
"150740 SAO FRANCISCO DO PARA";-;-;-;-;1;-;-;1
"150745 SAO GERALDO DO ARAGUAIA";4;-;2;-;1;1;-;8
"150746 SAO JOAO DA PONTA";-;-;-;-;-;1;-;1
"150747 SAO JOAO DE PIRABAS";4;-;3;7;1;1;-;16
"150750 SAO JOAO DO ARAGUAIA";-;-;4;-;-;-;-;4
"150760 SAO MIGUEL DO GUAMA";2;1;4;2;3;1;1;14
"150770 SAO SEBASTIAO DA BOA VISTA";4;1;4;1;-;1;-;11
"150790 SOURE";-;-;-;1;-;-;-;1
"150795 TAILANDIA";4;5;3;8;6;3;1;30
"150797 TERRA SANTA";2;5;-;5;4;2;-;18
"150800 TOME-ACU";2;1;7;1;2;2;-;15
"150803 TRACUATEUA";1;1;-;-;2;3;1;8
"150805 TRAIRAO";-;3;1;-;1;-;-;5
"150808 TUCUMA";2;2;1;4;2;1;2;14
"150810 TUCURUI";7;3;8;1;9;4;-;32
"150812 ULIANOPOLIS";-;-;2;-;-;-;-;2
"150815 URUARA";-;1;-;1;-;-;-;2
"150820 VIGIA";4;2;9;2;2;1;1;21
"150830 VISEU";-;1;1;1;2;-;-;5
"150835 VITORIA DO XINGU";3;2;3;-;-;-;-;8
"150840 XINGUARA";6;5;5;4;4;-;-;24
"160010 AMAPA";-;-;-;1;1;-;-;2
"160015 PEDRA BRANCA DO AMAPARI";-;1;2;1;-;-;1;5
"160020 CALCOENE";1;-;-;1;-;-;-;2
"160021 CUTIAS";-;-;-;-;1;1;-;2
"160023 FERREIRA GOMES";-;-;-;1;-;-;-;1
"160027 LARANJAL DO JARI";1;1;6;5;8;1;-;22
"160030 MACAPA";89;67;92;68;65;37;1;419
"160040 MAZAGAO";-;1;-;-;-;-;-;1
"160050 OIAPOQUE";2;3;-;3;2;-;-;10
"160053 PORTO GRANDE";-;-;1;-;-;2;-;3
"160060 SANTANA";2;5;13;7;8;3;2;40
"160070 TARTARUGALZINHO";-;2;3;3;3;4;1;16
"170030 AGUIARNOPOLIS";-;-;2;-;-;1;-;3
"170035 ALIANCA DO TOCANTINS";-;-;-;-;-;1;-;1
"170070 ALVORADA";-;-;-;-;1;-;-;1
"170100 ANANAS";1;1;1;-;2;1;1;7
"170105 ANGICO";-;-;-;1;-;1;-;2
"170130 ARAGOMINAS";3;-;-;-;-;-;-;3
"170200 ARAGUACU";-;-;-;-;-;1;-;1
"170210 ARAGUAINA";15;35;29;15;26;28;2;150
"170220 ARAGUATINS";3;1;1;1;4;1;-;11
"170230 ARAPOEMA";1;-;3;1;-;-;-;5
"170240 ARRAIAS";-;-;-;-;-;1;-;1
"170255 AUGUSTINOPOLIS";5;8;5;7;4;12;1;42
"170300 BABACULANDIA";-;2;-;1;-;-;-;3
"170310 BARROLANDIA";-;-;3;-;-;-;-;3
"170330 BOM JESUS DO TOCANTINS";-;-;-;3;-;1;-;4
"170380 BURITI DO TOCANTINS";1;-;-;1;1;-;-;3
"170386 CARIRI DO TOCANTINS";-;1;-;-;-;-;-;1
"170389 CARRASCO BONITO";-;4;-;2;1;1;-;8
"170390 CASEARA";-;-;-;-;1;-;-;1
"170410 CENTENARIO";-;-;1;-;-;-;-;1
"170510 CHAPADA DA NATIVIDADE";-;1;2;-;-;-;-;3
"170550 COLINAS DO TOCANTINS";5;-;6;6;3;5;1;26
"170555 COMBINADO";-;-;-;-;-;1;-;1
"170560 CONCEICAO DO TOCANTINS";-;3;-;-;-;1;4;8
"170600 COUTO MAGALHAES";-;-;-;-;-;1;-;1
"170610 CRISTALANDIA";-;-;-;-;1;-;-;1
"170650 DARCINOPOLIS";-;-;-;-;-;1;-;1
"170700 DIANOPOLIS";-;-;-;1;1;-;-;2
"170720 DOIS IRMAOS DO TOCANTINS";-;1;1;-;1;-;-;3
"170730 DUERE";-;-;2;1;-;-;-;3
"170740 ESPERANTINA";-;1;-;-;1;-;-;2
"170755 FATIMA";-;-;-;2;-;-;-;2
"170765 FIGUEIROPOLIS";-;1;-;-;-;-;-;1
"170770 FILADELFIA";-;-;-;-;1;-;-;1
"170820 FORMOSO DO ARAGUAIA";-;1;1;-;-;-;-;2
"170825 FORTALEZA DO TABOCAO";1;-;-;-;-;-;-;1
"170830 GOIANORTE";-;-;1;-;-;-;-;1
"170900 GOIATINS";-;1;1;-;-;-;-;2
"170930 GUARAI";-;5;1;2;-;4;1;13
"170950 GURUPI";2;-;5;1;1;2;1;12
"171050 ITACAJA";-;4;-;-;-;-;1;5
"171070 ITAGUATINS";-;1;-;-;-;-;-;1
"171090 ITAPIRATINS";-;-;2;2;-;-;-;4
"171110 ITAPORA DO TOCANTINS";1;-;-;-;-;-;-;1
"171190 LAGOA DA CONFUSAO";-;-;-;-;2;2;1;5
"171200 LAJEADO";-;-;1;-;-;-;-;1
"171215 LAVANDEIRA";2;1;1;2;1;-;1;8
"171245 LUZINOPOLIS";-;1;1;-;1;-;-;3
"171320 MIRACEMA DO TOCANTINS";1;1;1;1;3;-;-;7
"171330 MIRANORTE";5;2;-;-;-;1;1;9
"171360 MONTE DO CARMO";1;-;1;-;-;-;1;3
"171370 MONTE SANTO DO TOCANTINS";-;-;1;-;-;1;-;2
"171420 NATIVIDADE";-;2;-;-;-;-;-;2
"171488 NOVA OLINDA";-;3;3;2;3;1;-;12
"171500 NOVA ROSALANDIA";-;1;-;-;1;2;-;4
"171550 OLIVEIRA DE FATIMA";-;1;-;1;-;-;-;2
"171570 PALMEIRANTE";-;-;-;-;1;1;-;2
"171610 PARAISO DO TOCANTINS";3;1;1;1;3;-;-;9
"171620 PARANA";2;-;-;-;-;2;-;4
"171650 PEDRO AFONSO";-;2;2;2;2;2;-;10
"171660 PEIXE";-;-;3;-;1;-;-;4
"171670 COLMEIA";1;-;-;1;1;-;-;3
"171700 PINDORAMA DO TOCANTINS";-;-;-;-;1;-;-;1
"171720 PIRAQUE";-;-;1;-;-;-;-;1
"171750 PIUM";1;-;2;2;2;1;-;8
"171790 PONTE ALTA DO TOCANTINS";-;-;-;-;1;-;-;1
"171820 PORTO NACIONAL";8;6;15;7;24;8;1;69
"171845 PUGMIL";-;-;-;1;-;1;-;2
"171850 RECURSOLANDIA";-;1;2;-;-;-;-;3
"171855 RIACHINHO";-;-;2;-;-;-;-;2
"171870 RIO DOS BOIS";1;1;-;-;-;1;-;3
"171880 SAMPAIO";2;-;-;-;1;-;-;3
"171886 SANTA FE DO ARAGUAIA";-;-;-;-;1;-;-;1
"171888 SANTA MARIA DO TOCANTINS";-;-;-;-;-;-;1;1
"171900 SANTA TEREZA DO TOCANTINS";-;-;-;-;-;-;1;1
"172000 SANTA TEREZINHA DO TOCANTINS";-;-;-;-;-;1;-;1
"172010 SAO BENTO DO TOCANTINS";1;-;2;-;-;-;-;3
"172015 SAO FELIX DO TOCANTINS";-;-;1;-;-;-;-;1
"172020 SAO MIGUEL DO TOCANTINS";-;2;-;-;-;-;-;2
"172030 SAO SEBASTIAO DO TOCANTINS";-;-;-;-;1;-;-;1
"172049 SAO VALERIO";-;-;-;-;-;1;-;1
"172065 SILVANOPOLIS";-;-;-;-;-;2;-;2
"172080 SITIO NOVO DO TOCANTINS";1;-;3;-;-;-;-;4
"172090 TAGUATINGA";4;1;1;-;-;1;-;7
"172093 TAIPAS DO TOCANTINS";-;-;4;-;1;-;-;5
"172100 PALMAS";78;68;86;59;87;67;20;465
"172110 TOCANTINIA";1;-;-;-;-;-;-;1
"172120 TOCANTINOPOLIS";1;-;3;2;-;-;-;6
"172125 TUPIRAMA";-;-;-;-;-;-;1;1
"172208 WANDERLANDIA";-;-;-;1;-;1;-;2
"172210 XAMBIOA";-;1;-;1;-;-;-;2
"210020 ALCANTARA";1;1;4;-;6;1;-;13
"210030 ALDEIAS ALTAS";1;-;2;1;4;-;-;8
"210043 ALTO ALEGRE DO MARANHAO";1;-;3;-;1;2;1;8
"210047 ALTO ALEGRE DO PINDARE";-;1;1;-;-;3;-;5
"210050 ALTO PARNAIBA";-;-;-;1;2;-;-;3
"210060 AMARANTE DO MARANHAO";1;2;1;1;1;-;-;6
"210083 APICUM-ACU";4;2;4;7;-;3;-;20
"210087 ARAGUANA";-;-;-;-;1;-;-;1
"210090 ARAIOSES";-;-;-;-;1;1;-;2
"210095 ARAME";2;-;6;1;-;4;-;13
"210100 ARARI";-;-;-;2;-;-;-;2
"210110 AXIXA";-;-;-;-;1;-;-;1
"210120 BACABAL";-;-;-;-;1;-;-;1
"210125 BACABEIRA";-;-;-;-;-;-;1;1
"210135 BACURITUBA";-;2;1;1;-;-;-;4
"210140 BALSAS";1;2;2;6;7;8;1;27
"210150 BARAO DE GRAJAU";-;-;1;-;-;-;-;1
"210160 BARRA DO CORDA";1;8;4;-;-;-;-;13
"210170 BARREIRINHAS";2;3;1;1;5;1;1;14
"210177 BELA VISTA DO MARANHAO";-;-;1;2;-;-;-;3
"210190 BEQUIMAO";-;1;-;-;-;-;-;1
"210193 BERNARDO DO MEARIM";1;-;-;-;1;-;-;2
"210200 BOM JARDIM";1;-;2;1;-;-;-;4
"210203 BOM JESUS DAS SELVAS";-;-;2;-;2;-;-;4
"210220 BURITI";-;-;2;-;-;-;-;2
"210232 BURITICUPU";1;1;2;3;-;-;-;7
"210240 CAJAPIO";1;-;1;-;-;-;-;2
"210250 CAJARI";-;-;1;-;-;-;-;1
"210255 CAMPESTRE DO MARANHAO";-;-;-;-;-;2;-;2
"210260 CANDIDO MENDES";-;3;2;2;-;1;-;8
"210270 CANTANHEDE";-;-;-;-;-;6;1;7
"210280 CAROLINA";-;1;-;1;1;1;-;4
"210290 CARUTAPERA";-;-;-;1;-;-;-;1
"210300 CAXIAS";6;7;4;7;10;1;-;35
"210317 CENTRO NOVO DO MARANHAO";-;-;-;-;1;-;-;1
"210320 CHAPADINHA";1;-;8;6;8;-;-;23
"210330 CODO";15;6;10;15;12;11;-;69
"210340 COELHO NETO";3;-;3;1;3;4;1;15
"210350 COLINAS";-;-;3;1;3;-;-;7
"210360 COROATA";2;7;4;4;3;1;-;21
"210370 CURURUPU";-;2;1;-;1;-;-;4
"210375 DAVINOPOLIS";-;-;-;1;-;-;1;2
"210380 DOM PEDRO";-;-;1;-;-;-;-;1
"210390 DUQUE BACELAR";-;1;2;1;1;-;-;5
"210405 ESTREITO";-;-;2;-;1;-;-;3
"210410 FORTALEZA DOS NOGUEIRAS";-;1;-;-;1;-;-;2
"210420 FORTUNA";-;-;-;-;1;-;-;1
"210430 GODOFREDO VIANA";-;1;-;-;-;-;-;1
"210467 GOVERNADOR NUNES FREIRE";-;-;1;1;-;-;1;3
"210480 GRAJAU";4;3;3;6;7;4;1;28
"210500 HUMBERTO DE CAMPOS";-;-;-;1;-;-;-;1
"210515 IGARAPE DO MEIO";1;-;-;-;-;-;-;1
"210530 IMPERATRIZ";-;2;-;-;1;-;-;3
"210540 ITAPECURU MIRIM";3;6;8;4;4;8;-;33
"210542 ITINGA DO MARANHAO";-;-;-;-;-;1;-;1
"210545 JATOBA";-;-;-;2;-;-;-;2
"210547 JENIPAPO DOS VIEIRAS";-;-;1;-;-;-;-;1
"210560 JOSELANDIA";-;2;-;-;-;-;-;2
"210570 LAGO DA PEDRA";1;-;-;-;-;-;-;1
"210590 LAGO VERDE";3;-;-;-;-;-;-;3
"210594 LAGO DOS RODRIGUES";-;-;1;-;-;-;-;1
"210598 LAJEADO NOVO";-;1;-;-;-;-;-;1
"210600 LIMA CAMPOS";1;-;-;-;-;-;-;1
"210630 MAGALHAES DE ALMEIDA";2;-;-;-;2;-;-;4
"210632 MARACACUME";-;-;-;1;2;-;-;3
"210640 MATA ROMA";1;-;-;-;-;1;-;2
"210650 MATINHA";-;-;-;1;-;-;-;1
"210660 MATOES";-;1;1;2;4;-;-;8
"210663 MATOES DO NORTE";-;-;-;-;1;-;-;1
"210670 MIRADOR";-;1;-;-;-;-;-;1
"210675 MIRANDA DO NORTE";3;1;2;2;-;1;-;9
"210700 MONTES ALTOS";-;1;-;-;-;-;-;1
"210710 MORROS";-;-;-;-;1;-;-;1
"210745 OLINDA NOVA DO MARANHAO";-;-;1;-;-;1;-;2
"210750 PACO DO LUMIAR";11;5;8;6;12;6;1;49
"210770 PARAIBANO";-;1;-;-;-;-;-;1
"210780 PARNARAMA";-;-;1;-;-;-;-;1
"210790 PASSAGEM FRANCA";-;-;2;-;1;-;-;3
"210805 PAULINO NEVES";-;1;-;-;-;-;-;1
"210810 PAULO RAMOS";-;-;1;-;-;-;-;1
"210820 PEDREIRAS";-;3;2;3;-;-;-;8
"210830 PENALVA";1;-;-;-;2;1;1;5
"210840 PERI MIRIM";1;-;-;2;-;-;-;3
"210845 PERITORO";2;-;-;-;-;-;-;2
"210850 PINDARE-MIRIM";-;-;-;-;-;1;-;1
"210860 PINHEIRO";2;2;-;1;2;1;1;9
"210880 PIRAPEMAS";-;-;-;-;-;1;-;1
"210900 PORTO FRANCO";-;-;2;-;-;-;-;2
"210910 PRESIDENTE DUTRA";2;1;-;-;1;-;-;4
"210920 PRESIDENTE JUSCELINO";-;-;1;1;-;-;-;2
"210927 PRESIDENTE SARNEY";2;-;2;-;3;1;-;8
"210930 PRESIDENTE VARGAS";-;1;-;-;-;-;-;1
"210945 RAPOSA";1;4;3;1;-;-;-;9
"210960 ROSARIO";-;-;1;2;-;1;1;5
"210980 SANTA HELENA";2;1;1;1;-;2;-;7
"210990 SANTA INES";3;5;3;-;4;-;-;15
"211000 SANTA LUZIA";-;-;-;-;7;6;-;13
