2024
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de residência";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Total"
"270895 SENADOR RUI PALMEIRA";2;3;-;-;-;-;-;5
"270920 TRAIPU";-;1;1;-;-;-;1;3
"270930 UNIAO DOS PALMARES";5;5;11;11;4;12;1;49
"280010 AMPARO DE SAO FRANCISCO";-;-;1;-;-;-;-;1
"280020 AQUIDABA";2;-;-;1;-;1;-;4
"280030 ARACAJU";21;24;44;42;50;50;35;266
"280040 ARAUA";-;-;-;-;1;-;-;1
"280050 AREIA BRANCA";1;5;2;1;-;-;-;9
"280060 BARRA DOS COQUEIROS";1;-;1;-;1;1;-;4
"280067 BOQUIM";-;-;-;-;1;-;-;1
"280100 CAMPO DO BRITO";-;-;1;-;-;-;-;1
"280110 CANHOBA";2;-;2;1;-;2;1;8
"280120 CANINDE DE SAO FRANCISCO";-;-;-;-;-;2;1;3
"280130 CAPELA";-;-;1;-;-;-;-;1
"280140 CARIRA";-;-;-;-;-;2;-;2
"280150 CARMOPOLIS";-;-;-;-;-;1;-;1
"280160 CEDRO DE SAO JOAO";-;1;1;-;-;-;1;3
"280170 CRISTINAPOLIS";-;-;-;-;1;1;-;2
"280190 CUMBE";1;-;-;3;-;1;-;5
"280210 ESTANCIA";1;4;1;5;-;3;3;17
"280220 FEIRA NOVA";4;1;1;-;2;1;-;9
"280240 GARARU";-;2;-;-;1;-;-;3
"280260 GRACHO CARDOSO";-;1;1;-;-;-;-;2
"280270 ILHA DAS FLORES";-;-;-;1;-;-;-;1
"280290 ITABAIANA";1;-;-;2;2;-;-;5
"280300 ITABAIANINHA";2;-;-;-;2;1;-;5
"280310 ITABI";1;-;1;-;1;2;-;5
"280320 ITAPORANGA D'AJUDA";-;-;-;1;-;-;-;1
"280330 JAPARATUBA";-;-;-;-;-;2;-;2
"280340 JAPOATA";-;-;-;1;-;-;1;2
"280350 LAGARTO";2;-;-;1;3;-;-;6
"280360 LARANJEIRAS";-;-;-;1;3;1;-;5
"280380 MALHADA DOS BOIS";-;1;1;3;-;-;1;6
"280390 MALHADOR";1;-;-;-;-;-;-;1
"280400 MARUIM";-;1;-;-;-;-;-;1
"280410 MOITA BONITA";-;-;-;-;1;1;2;4
"280420 MONTE ALEGRE DE SERGIPE";2;1;-;1;1;1;1;7
"280430 MURIBECA";1;1;2;1;2;-;-;7
"280440 NEOPOLIS";2;1;2;2;1;2;2;12
"280445 NOSSA SENHORA APARECIDA";1;1;-;1;1;3;-;7
"280450 NOSSA SENHORA DA GLORIA";-;-;1;-;-;-;-;1
"280460 NOSSA SENHORA DAS DORES";1;-;-;-;1;-;-;2
"280470 NOSSA SENHORA DE LOURDES";3;-;-;1;-;1;1;6
"280480 NOSSA SENHORA DO SOCORRO";3;1;3;4;5;6;-;22
"280490 PACATUBA";-;-;-;2;-;-;2;4
"280520 PINHAO";-;-;-;-;-;1;-;1
"280530 PIRAMBU";-;1;-;-;-;-;-;1
"280540 POCO REDONDO";-;-;1;1;1;-;-;3
"280560 PORTO DA FOLHA";-;-;1;-;-;-;-;1
"280570 PROPRIA";15;7;9;3;2;3;7;46
"280590 RIACHUELO";-;1;-;-;-;-;-;1
"280600 RIBEIROPOLIS";-;-;2;-;-;-;-;2
"280610 ROSARIO DO CATETE";-;-;-;-;1;-;-;1
"280620 SALGADO";1;1;-;-;-;-;-;2
"280630 SANTA LUZIA DO ITANHY";-;2;1;-;-;-;1;4
"280640 SANTANA DO SAO FRANCISCO";1;-;-;-;1;-;-;2
"280650 SANTA ROSA DE LIMA";-;-;-;-;1;-;-;1
"280670 SAO CRISTOVAO";-;2;2;2;1;3;-;10
"280690 SAO FRANCISCO";-;1;1;-;1;2;-;5
"280700 SAO MIGUEL DO ALEIXO";4;-;1;-;-;1;-;6
"280710 SIMAO DIAS";2;3;-;1;1;-;-;7
"280720 SIRIRI";-;-;1;-;-;-;-;1
"280730 TELHA";2;1;3;2;-;-;1;9
"280740 TOBIAS BARRETO";-;-;-;1;2;-;-;3
"280750 TOMAR DO GERU";-;-;1;-;-;-;-;1
"280760 UMBAUBA";-;1;-;-;-;-;-;1
"290020 ABARE";1;2;2;-;2;6;3;16
"290030 ACAJUTIBA";-;-;1;-;-;-;5;6
"290035 ADUSTINA";-;-;1;10;14;6;9;40
"290040 AGUA FRIA";-;-;-;-;2;1;4;7
"290050 ERICO CARDOSO";-;-;-;-;-;2;1;3
"290070 ALAGOINHAS";3;4;5;4;4;3;1;24
"290080 ALCOBACA";-;-;-;-;-;-;1;1
"290100 AMARGOSA";-;-;-;-;1;1;-;2
"290110 AMELIA RODRIGUES";-;-;-;1;2;-;-;3
"290115 AMERICA DOURADA";1;-;-;2;3;-;-;6
"290120 ANAGE";-;-;5;18;7;12;2;44
"290130 ANDARAI";-;-;-;-;1;2;5;8
"290140 ANGICAL";-;-;-;-;-;4;1;5
"290170 ANTONIO CARDOSO";-;-;-;-;1;2;-;3
"290180 ANTONIO GONCALVES";-;-;-;-;1;-;-;1
"290190 APORA";-;-;1;-;-;-;-;1
"290200 ARACATU";1;2;-;-;2;12;9;26
"290210 ARACI";2;1;4;2;1;-;-;10
"290220 ARAMARI";-;-;-;-;2;-;-;2
"290225 ARATACA";-;1;-;-;-;-;-;1
"290270 BARRA";-;2;-;2;4;7;11;26
"290280 BARRA DA ESTIVA";-;-;1;-;-;-;-;1
"290290 BARRA DO CHOCA";-;-;2;4;23;29;10;68
"290300 BARRA DO MENDES";-;3;3;2;19;1;-;28
"290310 BARRA DO ROCHA";-;-;1;-;-;1;2;4
"290320 BARREIRAS";1;6;3;9;1;2;1;23
"290323 BARRO ALTO";-;-;1;1;4;8;-;14
"290327 BARROCAS";2;2;-;2;-;1;5;12
"290330 BARRO PRETO";-;-;-;-;-;-;4;4
"290340 BELMONTE";-;-;-;1;-;-;-;1
"290350 BELO CAMPO";-;-;-;8;7;13;5;33
"290370 BOA NOVA";1;1;7;2;-;2;-;13
"290390 BOM JESUS DA LAPA";1;-;2;5;5;1;-;14
"290395 BOM JESUS DA SERRA";-;-;-;-;-;2;2;4
"290405 BONITO";14;22;77;142;95;31;11;392
"290410 BOQUIRA";2;2;1;-;3;3;-;11
"290420 BOTUPORA";2;1;1;-;33;31;15;83
"290430 BREJOES";-;2;3;7;14;27;26;79
"290440 BREJOLANDIA";-;1;-;-;5;2;-;8
"290450 BROTAS DE MACAUBAS";-;-;-;-;-;1;2;3
"290460 BRUMADO";1;1;2;7;13;13;4;41
"290475 BURITIRAMA";-;-;1;2;-;2;-;5
"290480 CAATIBA";-;-;-;-;1;-;5;6
"290485 CABACEIRAS DO PARAGUACU";-;1;-;-;2;-;-;3
"290500 CACULE";-;-;-;1;-;2;-;3
"290515 CAETANOS";1;1;-;-;2;2;2;8
"290520 CAETITE";3;1;6;8;11;12;8;49
"290530 CAFARNAUM";1;-;5;2;11;1;-;20
"290550 CALDEIRAO GRANDE";-;-;-;-;-;2;1;3
"290570 CAMACARI";6;18;7;11;24;13;3;82
"290600 CAMPO FORMOSO";-;-;3;-;9;1;1;14
"290620 CANARANA";1;2;3;3;14;16;7;46
"290630 CANAVIEIRAS";-;-;-;3;11;2;-;16
"290640 CANDEAL";-;-;-;-;1;-;-;1
"290650 CANDEIAS";-;2;-;-;-;-;1;3
"290660 CANDIBA";-;-;-;-;-;4;1;5
"290670 CANDIDO SALES";1;-;-;1;-;-;-;2
"290680 CANSANCAO";-;-;-;-;-;-;1;1
"290682 CANUDOS";-;1;-;-;-;-;-;1
"290687 CAPIM GROSSO";-;-;1;1;-;-;-;2
"290689 CARAIBAS";-;-;-;-;5;3;-;8
"290690 CARAVELAS";-;2;-;-;1;-;-;3
"290710 CARINHANHA";3;3;2;7;13;25;34;87
"290720 CASA NOVA";-;2;2;-;-;-;-;4
"290740 CATOLANDIA";-;1;-;-;-;-;-;1
"290750 CATU";-;-;2;3;4;1;2;12
"290755 CATURAMA";1;-;1;1;5;9;1;18
"290760 CENTRAL";-;-;-;-;-;-;1;1
"290770 CHORROCHO";4;6;5;-;6;19;15;55
"290780 CICERO DANTAS";1;1;-;1;1;2;-;6
"290790 CIPO";-;1;-;-;-;-;-;1
"290810 COCOS";-;2;-;-;-;-;-;2
"290830 CONCEICAO DO ALMEIDA";1;-;-;2;2;1;5;11
"290850 CONCEICAO DO JACUIPE";1;-;-;-;-;-;-;1
"290860 CONDE";1;-;3;-;1;5;11;21
"290870 CONDEUBA";1;3;2;15;23;25;-;69
"290880 CONTENDAS DO SINCORA";-;-;-;-;-;-;1;1
"290890 CORACAO DE MARIA";-;-;-;-;1;-;2;3
"290900 CORDEIROS";1;-;6;8;3;-;-;18
"290910 CORIBE";-;1;1;7;6;2;1;18
"290930 CORRENTINA";1;-;2;2;16;11;-;32
"290940 COTEGIPE";-;-;1;-;-;-;-;1
"290960 CRISOPOLIS";1;1;-;-;-;-;-;2
"290970 CRISTOPOLIS";-;-;-;-;2;2;-;4
"290990 CURACA";-;-;-;-;-;3;1;4
"291000 DARIO MEIRA";-;-;-;-;1;1;-;2
"291005 DIAS D'AVILA";-;-;-;-;-;-;1;1
"291010 DOM BASILIO";1;-;-;-;-;-;1;2
"291040 ENCRUZILHADA";20;31;34;60;34;8;-;187
"291050 ENTRE RIOS";-;-;-;-;1;-;-;1
"291060 ESPLANADA";-;-;3;-;1;-;-;4
"291070 EUCLIDES DA CUNHA";-;-;-;1;1;-;-;2
"291072 EUNAPOLIS";-;-;13;3;4;1;-;21
"291075 FATIMA";1;-;-;1;-;-;-;2
"291077 FEIRA DA MATA";-;-;1;4;6;2;-;13
"291080 FEIRA DE SANTANA";24;30;21;44;93;173;125;510
"291085 FILADELFIA";-;1;-;-;-;-;-;1
"291110 FORMOSA DO RIO PRETO";-;-;4;5;5;2;2;18
"291125 GAVIAO";-;-;1;-;-;-;-;1
"291130 GENTIO DO OURO";1;-;-;-;-;6;3;10
"291140 GLORIA";-;-;-;1;-;-;-;1
"291160 GOVERNADOR MANGABEIRA";-;-;-;2;-;-;-;2
"291165 GUAJERU";-;-;-;1;-;-;-;1
"291170 GUANAMBI";1;6;9;5;24;22;15;82
"291190 IACU";-;1;-;3;1;1;-;6
"291200 IBIASSUCE";-;3;1;5;10;44;6;69
"291210 IBICARAI";-;3;2;2;5;6;-;18
"291220 IBICOARA";-;2;3;22;19;37;17;100
"291230 IBICUI";-;-;-;1;-;-;-;1
"291240 IBIPEBA";-;1;-;-;-;-;-;1
"291250 IBIPITANGA";-;-;2;5;6;2;1;16
"291270 IBIRAPITANGA";-;-;-;-;1;4;-;5
"291280 IBIRAPUA";-;-;-;-;-;5;8;13
"291290 IBIRATAIA";1;-;-;-;1;-;-;2
"291300 IBITIARA";7;2;2;7;32;18;-;68
"291310 IBITITA";-;-;-;-;1;1;-;2
"291320 IBOTIRAMA";-;-;-;-;-;1;-;1
"291330 ICHU";-;1;-;1;1;1;1;5
"291340 IGAPORA";1;3;4;4;10;14;14;50
"291345 IGRAPIUNA";-;-;1;-;-;-;-;1
"291350 IGUAI";-;-;-;1;-;2;-;3
"291360 ILHEUS";2;1;3;4;1;2;-;13
"291390 IPIAU";-;-;-;1;19;30;23;73
"291400 IPIRA";1;2;4;2;2;-;1;12
"291410 IPUPIARA";1;-;-;-;-;-;-;1
"291430 IRAMAIA";1;1;-;2;5;18;5;32
"291440 IRAQUARA";3;2;1;-;9;10;5;30
"291460 IRECE";4;6;23;19;42;39;14;147
"291470 ITABERABA";6;7;12;4;10;8;-;47
"291480 ITABUNA";4;4;6;-;1;1;-;16
"291490 ITACARE";-;-;-;-;2;5;-;7
"291510 ITAGI";-;-;-;-;2;2;-;4
"291520 ITAGIBA";1;1;1;2;3;-;-;8
"291535 ITAGUACU DA BAHIA";-;-;-;2;-;2;2;6
"291550 ITAJUIPE";-;-;-;-;1;-;-;1
"291560 ITAMARAJU";-;-;1;1;-;-;1;3
"291580 ITAMBE";2;-;-;1;5;3;-;11
"291590 ITANAGRA";-;-;-;-;-;1;-;1
"291610 ITAPARICA";-;1;-;-;-;-;2;3
"291620 ITAPE";-;1;-;2;-;-;1;4
"291630 ITAPEBI";-;4;-;-;-;-;-;4
"291640 ITAPETINGA";2;2;1;4;9;7;6;31
"291685 ITATIM";1;-;-;-;2;1;-;4
"291690 ITIRUCU";-;-;1;-;3;-;3;7
"291710 ITORORO";-;1;-;-;1;3;-;5
"291733 IUIU";-;-;2;-;5;4;5;16
"291735 JABORANDI";-;2;2;1;6;4;-;15
"291740 JACARACI";93;61;98;162;137;49;1;601
"291750 JACOBINA";1;3;2;1;11;9;2;29
"291760 JAGUAQUARA";-;-;-;-;-;1;-;1
"291770 JAGUARARI";-;1;-;-;-;-;-;1
"291790 JANDAIRA";1;-;-;-;1;4;-;6
"291800 JEQUIE";2;4;1;9;16;11;12;55
"291810 JEREMOABO";-;-;-;1;1;-;-;2
"291820 JIQUIRICA";-;-;-;-;1;-;-;1
"291830 JITAUNA";-;-;-;2;-;-;-;2
"291835 JOAO DOURADO";-;-;2;-;-;1;-;3
"291840 JUAZEIRO";10;2;2;3;7;9;7;40
"291845 JUCURUCU";1;-;-;-;-;-;-;1
"291850 JUSSARA";-;-;1;-;-;3;1;5
"291855 JUSSARI";-;-;-;-;7;11;3;21
"291870 LAFAIETE COUTINHO";1;1;-;-;-;-;-;2
"291875 LAGOA REAL";2;-;-;1;5;3;4;15
"291890 LAJEDAO";1;1;5;6;2;17;4;36
"291905 LAJEDO DO TABOCAL";-;-;-;1;-;2;-;3
"291915 LAPAO";-;-;-;4;4;2;2;12
"291920 LAURO DE FREITAS";1;1;1;4;6;3;2;18
"291930 LENCOIS";1;2;-;-;1;4;2;10
"291940 LICINIO DE ALMEIDA";-;-;-;3;2;6;9;20
"291950 LIVRAMENTO DE NOSSA SENHORA";1;-;-;1;4;4;-;10
"291955 LUIS EDUARDO MAGALHAES";1;5;12;11;13;9;2;53
"291960 MACAJUBA";-;-;1;1;1;-;2;5
"291970 MACARANI";-;-;2;-;-;1;-;3
"291980 MACAUBAS";11;8;16;10;48;51;3;147
"291990 MACURURE";-;-;1;-;2;3;-;6
"291992 MADRE DE DEUS";-;1;-;-;-;-;-;1
"291995 MAETINGA";-;-;-;1;-;-;8;9
"292010 MAIRI";1;-;1;-;13;19;12;46
"292020 MALHADA";-;-;-;-;1;1;5;7
"292040 MANOEL VITORINO";-;-;2;8;13;25;2;50
"292050 MARACAS";-;1;7;6;2;8;5;29
"292070 MARAU";-;1;-;1;2;3;1;8
"292100 MATA DE SAO JOAO";-;-;-;-;1;-;1;2
"292105 MATINA";1;2;2;5;5;11;13;39
"292110 MEDEIROS NETO";-;-;-;2;-;-;-;2
"292120 MIGUEL CALMON";1;1;-;-;5;1;1;9
"292145 MIRANTE";-;-;-;-;-;2;1;3
"292160 MORPARA";-;-;-;-;1;5;1;7
"292170 MORRO DO CHAPEU";20;30;48;70;99;135;71;473
"292180 MORTUGABA";-;2;5;8;17;27;17;76
"292190 MUCUGE";-;1;-;4;5;6;2;18
"292200 MUCURI";1;2;-;1;5;4;-;13
"292205 MULUNGU DO MORRO";-;3;2;1;1;4;1;12
"292210 MUNDO NOVO";-;-;-;-;-;-;1;1
"292230 MURITIBA";3;-;1;5;2;1;2;14
"292240 MUTUIPE";-;-;-;1;-;-;-;1
"292250 NAZARE";-;-;1;7;-;-;-;8
"292270 NOVA CANAA";1;-;1;-;-;1;-;3
"292273 NOVA FATIMA";3;1;-;-;-;-;-;4
"292280 NOVA ITARANA";-;1;-;-;-;-;-;1
"292290 NOVA SOURE";-;1;-;1;-;-;-;2
"292300 NOVA VICOSA";1;2;2;4;45;49;10;113
"292303 NOVO HORIZONTE";8;2;6;12;25;14;11;78
"292305 NOVO TRIUNFO";-;-;-;-;-;1;-;1
"292335 OUROLANDIA";1;-;-;-;-;-;2;3
"292340 PALMAS DE MONTE ALTO";-;-;2;1;1;4;4;12
"292350 PALMEIRAS";-;-;1;1;-;2;-;4
"292360 PARAMIRIM";-;1;6;1;10;12;1;31
"292370 PARATINGA";-;-;1;2;2;-;-;5
"292380 PARIPIRANGA";-;-;1;-;-;-;-;1
"292390 PAU BRASIL";1;-;-;-;-;-;-;1
"292400 PAULO AFONSO";1;1;2;3;4;5;-;16
"292405 PE DE SERRA";-;-;1;-;-;-;-;1
"292430 PIATA";3;5;2;6;-;1;-;17
"292440 PILAO ARCADO";-;2;-;1;3;-;-;6
"292450 PINDAI";-;-;1;2;4;2;4;13
"292470 PIRIPA";84;144;168;150;142;120;41;849
"292480 PIRITIBA";1;1;-;2;18;9;1;32
"292500 PLANALTO";-;5;3;4;5;13;4;34
"292510 POCOES";-;-;-;1;2;-;-;3
"292520 POJUCA";-;-;1;1;3;-;-;5
"292530 PORTO SEGURO";3;10;9;10;22;13;4;71
"292540 POTIRAGUA";-;1;-;-;-;-;-;1
"292550 PRADO";-;1;-;2;2;2;3;10
"292570 PRESIDENTE JANIO QUADROS";-;2;2;-;7;7;1;19
"292593 QUIXABEIRA";-;-;1;3;5;9;8;26
"292595 RAFAEL JAMBEIRO";3;-;-;-;1;8;-;12
"292600 REMANSO";-;-;-;-;1;-;-;1
"292620 RIACHAO DAS NEVES";-;-;-;-;1;-;-;1
"292630 RIACHAO DO JACUIPE";-;-;-;-;1;1;1;3
"292640 RIACHO DE SANTANA";1;-;3;1;4;10;1;20
"292665 RIBEIRAO DO LARGO";1;1;1;1;-;1;-;5
"292670 RIO DE CONTAS";-;-;-;-;-;3;2;5
"292680 RIO DO ANTONIO";1;1;1;-;-;1;2;6
"292690 RIO DO PIRES";-;-;-;2;-;1;-;3
"292700 RIO REAL";-;3;1;-;1;-;-;5
"292710 RODELAS";9;2;1;2;3;3;1;21
"292740 SALVADOR";77;74;70;95;164;129;72;681
"292750 SANTA BARBARA";-;-;-;-;1;1;-;2
"292760 SANTA BRIGIDA";-;-;-;1;-;-;-;1
"292770 SANTA CRUZ CABRALIA";-;-;-;-;1;2;1;4
"292805 SANTA LUZIA";-;-;-;-;-;-;1;1
"292810 SANTA MARIA DA VITORIA";5;5;2;10;14;9;-;45
"292820 SANTANA";-;-;1;-;6;2;-;9
"292840 SANTA RITA DE CASSIA";1;1;3;2;3;9;4;23
"292850 SANTA TERESINHA";-;-;-;-;-;-;1;1
"292860 SANTO AMARO";-;-;2;5;1;-;1;9
"292870 SANTO ANTONIO DE JESUS";4;13;5;8;4;3;-;37
"292880 SANTO ESTEVAO";-;13;15;7;9;1;-;45
"292890 SAO DESIDERIO";-;1;-;2;1;-;-;4
"292900 SAO FELIX";-;-;-;-;1;-;1;2
"292905 SAO FELIX DO CORIBE";-;-;1;1;-;1;-;3
"292910 SAO FELIPE";-;-;-;-;-;-;1;1
"292920 SAO FRANCISCO DO CONDE";-;1;3;2;1;-;-;7
"292925 SAO GABRIEL";-;-;-;1;1;1;-;3
"292930 SAO GONCALO DOS CAMPOS";-;-;1;1;1;-;-;3
"292935 SAO JOSE DA VITORIA";-;-;2;1;1;-;-;4
"292937 SAO JOSE DO JACUIPE";-;-;-;-;2;-;1;3
"292940 SAO MIGUEL DAS MATAS";-;-;-;-;-;-;3;3
"292950 SAO SEBASTIAO DO PASSE";1;-;1;1;-;3;-;6
"292960 SAPEACU";2;2;-;-;2;-;-;6
"292990 SEABRA";-;1;4;3;4;5;1;18
"293000 SEBASTIAO LARANJEIRAS";-;-;-;1;3;5;3;12
"293010 SENHOR DO BONFIM";-;-;-;-;1;-;-;1
"293015 SERRA DO RAMALHO";-;-;1;-;1;4;-;6
"293030 SERRA DOURADA";-;-;-;-;1;-;-;1
"293050 SERRINHA";4;3;4;2;16;4;1;34
"293060 SERROLANDIA";-;5;5;7;8;5;-;30
"293070 SIMOES FILHO";3;-;-;1;1;1;-;6
"293076 SITIO DO QUINTO";-;-;-;-;2;-;-;2
"293077 SOBRADINHO";-;-;-;-;1;-;-;1
"293080 SOUTO SOARES";-;1;-;-;-;1;1;3
"293100 TANHACU";-;1;-;-;-;-;-;1
"293105 TANQUE NOVO";11;16;8;8;2;3;1;49
"293120 TAPEROA";-;-;1;-;-;-;-;1
"293130 TAPIRAMUTA";2;-;2;2;5;2;-;13
"293135 TEIXEIRA DE FREITAS";17;25;15;18;5;-;-;80
"293180 TREMEDAL";-;-;1;2;3;3;1;10
"293190 TUCANO";-;1;-;-;-;1;-;2
"293200 UAUA";-;1;-;-;2;-;-;3
"293210 UBAIRA";-;-;-;-;-;1;-;1
"293230 UBATA";-;-;-;2;-;5;2;9
"293240 UIBAI";-;-;4;-;2;-;-;6
"293245 UMBURANAS";-;-;-;-;-;2;-;2
"293250 UNA";-;-;-;2;1;-;-;3
"293260 URANDI";-;-;-;1;4;3;4;12
"293270 URUCUCA";2;2;1;2;5;7;3;22
"293280 UTINGA";-;-;1;1;-;-;-;2
"293290 VALENCA";-;2;2;-;1;-;-;5
"293300 VALENTE";-;-;-;-;2;-;-;2
"293305 VARZEA DA ROCA";-;-;-;-;7;1;12;20
"293315 VARZEA NOVA";1;2;1;-;2;2;1;9
"293320 VERA CRUZ";-;2;-;3;3;1;-;9
"293325 VEREDA";-;-;-;-;-;-;2;2
"293330 VITORIA DA CONQUISTA";78;110;114;195;342;378;163;1380
"293345 WANDERLEY";-;-;-;-;2;19;19;40
"293360 XIQUE-XIQUE";-;-;-;-;2;4;-;6
"310010 ABADIA DOS DOURADOS";2;2;7;10;6;7;9;43
"310020 ABAETE";1;3;3;20;75;72;13;187
"310030 ABRE CAMPO";-;-;7;4;5;21;6;43
"310040 ACAIACA";5;19;23;48;41;40;63;239
"310050 ACUCENA";1;8;11;23;16;20;9;88
"310060 AGUA BOA";2;1;3;6;27;8;29;76
"310070 AGUA COMPRIDA";-;-;1;3;7;7;4;22
"310080 AGUANIL";3;3;12;21;15;54;20;128
"310090 AGUAS FORMOSAS";4;7;4;5;13;5;1;39
"310100 AGUAS VERMELHAS";-;-;-;-;1;2;3;6
"310110 AIMORES";3;5;9;17;19;16;1;70
"310120 AIURUOCA";-;-;1;1;4;8;3;17
"310140 ALBERTINA";-;-;-;-;3;1;-;4
"310150 ALEM PARAIBA";143;146;176;194;137;32;33;861
"310160 ALFENAS";27;27;56;87;59;20;1;277
"310163 ALFREDO VASCONCELOS";-;-;1;1;4;6;-;12
"310170 ALMENARA";2;-;-;3;7;11;3;26
"310180 ALPERCATA";6;8;9;13;13;17;11;77
"310190 ALPINOPOLIS";4;4;4;9;13;13;39;86
"310200 ALTEROSA";1;2;8;26;22;23;2;84
"310205 ALTO CAPARAO";2;5;5;4;3;4;5;28
"310210 ALTO RIO DOCE";4;3;1;25;13;17;8;71
"310220 ALVARENGA";3;6;2;1;9;5;3;29
"310230 ALVINOPOLIS";11;39;45;87;90;99;38;409
"310240 ALVORADA DE MINAS";3;5;19;37;86;69;29;248
"310250 AMPARO DO SERRA";-;-;-;2;3;2;-;7
"310260 ANDRADAS";2;18;7;9;39;65;53;193
"310270 CACHOEIRA DE PAJEU";-;-;1;3;6;14;11;35
"310280 ANDRELANDIA";-;-;8;7;1;12;1;29
"310285 ANGELANDIA";1;-;1;2;9;5;10;28
"310290 ANTONIO CARLOS";-;1;1;9;17;17;5;50
"310300 ANTONIO DIAS";111;63;64;66;48;9;7;368
"310310 ANTONIO PRADO DE MINAS";-;-;-;1;-;1;-;2
"310320 ARACAI";3;4;6;9;13;21;21;77
"310330 ARACITABA";-;-;-;-;1;3;-;4
"310340 ARACUAI";7;12;12;15;32;37;22;137
"310350 ARAGUARI";233;307;419;651;426;115;1;2152
"310360 ARANTINA";-;1;2;3;6;-;-;12
"310370 ARAPONGA";-;-;1;3;2;1;5;12
"310375 ARAPORA";1;1;4;9;11;12;4;42
"310380 ARAPUA";3;2;7;6;9;14;3;44
"310390 ARAUJOS";17;36;63;89;95;85;10;395
"310400 ARAXA";69;87;66;210;112;2;2;548
"310410 ARCEBURGO";36;25;22;31;28;11;5;158
"310420 ARCOS";12;50;59;123;171;176;37;628
"310430 AREADO";89;111;220;228;284;128;2;1062
"310440 ARGIRITA";1;1;1;2;1;1;-;7
"310445 ARICANDUVA";-;-;1;-;1;2;6;10
"310450 ARINOS";47;41;48;38;77;44;6;301
"310460 ASTOLFO DUTRA";15;21;29;20;32;5;-;122
"310470 ATALEIA";1;-;2;-;-;4;1;8
"310480 AUGUSTO DE LIMA";-;2;11;21;35;31;22;122
"310490 BAEPENDI";-;-;4;3;1;4;5;17
"310500 BALDIM";19;42;83;153;68;56;7;428
"310510 BAMBUI";1;5;14;18;19;10;5;72
"310520 BANDEIRA";-;-;-;-;2;-;-;2
"310530 BANDEIRA DO SUL";-;1;-;-;-;2;-;3
"310540 BARAO DE COCAIS";169;339;341;245;8;2;-;1104
"310550 BARAO DE MONTE ALTO";-;-;-;-;2;2;3;7
"310560 BARBACENA";18;18;58;116;168;141;12;531
"310570 BARRA LONGA";2;5;4;9;8;5;20;53
"310590 BARROSO";367;529;289;112;9;2;-;1308
"310600 BELA VISTA DE MINAS";3;5;20;51;62;130;18;289
"310610 BELMIRO BRAGA";2;1;1;2;-;-;1;7
"310620 BELO HORIZONTE";1509;2034;3348;6286;7397;3756;195;24525
"310630 BELO ORIENTE";46;136;205;280;402;306;155;1530
"310640 BELO VALE";2;1;3;23;25;4;-;58
"310650 BERILO";28;17;41;22;14;12;3;137
"310660 BERTOPOLIS";-;-;-;-;3;1;-;4
"310665 BERIZAL";-;-;-;3;-;1;-;4
"310670 BETIM";354;554;1228;2092;2353;792;17;7390
"310680 BIAS FORTES";-;-;2;1;-;-;-;3
"310690 BICAS";4;-;1;12;27;16;9;69
"310700 BIQUINHAS";1;1;-;7;8;6;2;25
"310710 BOA ESPERANCA";1;5;12;42;44;60;28;192
"310720 BOCAINA DE MINAS";-;-;-;1;3;-;-;4
"310730 BOCAIUVA";293;242;259;155;78;13;-;1040
"310740 BOM DESPACHO";113;103;175;226;227;61;40;945
"310750 BOM JARDIM DE MINAS";-;-;-;2;7;1;-;10
"310760 BOM JESUS DA PENHA";2;-;-;-;1;4;-;7
"310770 BOM JESUS DO AMPARO";2;2;7;7;10;7;2;37
"310780 BOM JESUS DO GALHO";10;15;40;43;21;10;1;140
"310790 BOM REPOUSO";-;1;-;-;-;-;-;1
"310800 BOM SUCESSO";5;7;16;28;45;74;12;187
"310810 BONFIM";9;3;13;9;4;2;-;40
"310820 BONFINOPOLIS DE MINAS";4;5;3;15;11;1;-;39
